,id,countLiquidated,countLiquidator,hasBorrowed,health,totalBorrowValueInEth,totalCollateralValueInEth,tokens.0.symbol,tokens.1.symbol,tokens.2.symbol,tokens.3.symbol,tokens.4.symbol,tokens.5.symbol,tokens.6.symbol,tokens.7.symbol,tokens.8.symbol,tokens.9.symbol,tokens.10.symbol,tokens.11.symbol,tokens.12.symbol,tokens.13.symbol
0,0x0000000000000000000000000000000000000000,0,0,False,,0,0.017029378207193367511570402824586008844,cREP,cUSDC,cETH,cDAI,cBAT,cZRX,cWBTC,cDAI,,,,,,
1,0x000000000000000000000000000000000000dead,0,0,False,,0,3.71560761915858640107131876932170067e-10,cUSDC,cDAI,cBAT,cZRX,,,,,,,,,,
2,0x000000000000006f6502b7f2bbac8c30a3f67e9a,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
3,0x0000000000000eb4ec62758aae93400b3e5f7f18,0,0,False,,0,0,cUNI,cUSDC,cETH,cDAI,cBAT,cZRX,cDAI,,,,,,,
4,0x00000000000017c75025d397b91d284bbe8fc7f2,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
5,0x0000000000002cb29260612e744ec57d9d1fc5c6,0,0,False,,0,0,cUSDT,,,,,,,,,,,,,
6,0x0000000000002d534ff79e9c69e7fcc742f0be83,0,0,False,,0,1.655119073653277595e-10,cETH,,,,,,,,,,,,,
7,0x0000000000005117dd3a72e64a705198753fdd54,0,0,False,,0,0,cUSDC,cDAI,,,,,,,,,,,,
8,0x00000000000067afd7fa546d3f63d4e53cdb8fa4,0,34,False,,0,1.31025011359068282669181068393914853837e-7,cUSDC,cETH,cDAI,cBAT,cCOMP,cZRX,cWBTC,cWBTC,,,,,,
9,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0,0,False,,0,0.0278615733182011314684009825832024789023170465,cUNI,cUSDC,cETH,cDAI,cBAT,cCOMP,cZRX,cWBTC,cDAI,cUSDT,,,,
10,0x00000000000080c886232e9b7ebbfb942b5987aa,0,0,False,,0,0,cUNI,cUSDC,cSUSHI,cETH,cDAI,cWBTC,cDAI,cUSDT,,,,,,
11,0x000000000000abe945c436595ce765a8a261317b,0,0,False,,0,0,cUSDC,cETH,,,,,,,,,,,,
12,0x000000000000deab340f067535869a0e5226e58a,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
13,0x00000000000123685885532dcb685c442dc83126,0,0,False,,0,0.0029274490661690044473024703858617,cETH,cWBTC,,,,,,,,,,,,
14,0x00000000000e1d0dabf7b7c7b68866fc940d0db8,0,0,False,,0,0.0681050714983571984339281812017214,cETH,cWBTC,,,,,,,,,,,,
15,0x00000000001876eb1444c986fd502e618c587430,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
16,0x000000000025d4386f7fb58984cbe110aee3a4c4,0,0,False,,0,0,cUSDC,cETH,cDAI,cBAT,cZRX,cWBTC,cUSDT,,,,,,,
17,0x000000000035b5e5ad9019092c665357240f594e,0,0,False,,0,4.625031774967124459500549341429075e-13,cUNI,,,,,,,,,,,,,
18,0x00000000003b3cc22af3ae1eac0440bcee416b40,0,0,False,,0,4.929504108712116817857437209005455e-13,cUNI,cZRX,,,,,,,,,,,,
19,0x0000000000422b2f811c10b1cc887d0cbf0f765e,0,0,False,,0,0,cUNI,cCOMP,,,,,,,,,,,,
20,0x0000000000438f975cbde76d5fdd1aa76be46577,0,0,False,,0,0,cUNI,,,,,,,,,,,,,
21,0x000000000075a43abafc7c8ac407c6ce74f3cc28,0,0,False,,0,0,cDAI,cZRX,cUSDT,,,,,,,,,,,
22,0x000000000081105ffd4392520dd13c4c70d95d19,0,0,False,,0,0,cBAT,,,,,,,,,,,,,
23,0x00000000008943c65caf789fffcf953be156f6f8,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
24,0x00000000008c4fb1c916e0c88fd4cc402d935e7d,0,0,False,,0,1.14950066993908250363609398203904e-13,cDAI,,,,,,,,,,,,,
25,0x00000000009a41862f3b2b0c688b7c0d1940511e,0,0,True,2.64581269414149895194,0.0000093866948869443366785813980619427,0.000024835436487910428344315311461549244915712,cTUSD,cUSDC,cDAI,cWBTC,cUSDT,,,,,,,,,
26,0x0000000000a8fb09af944ab3baf7a9b3e1ab29d8,0,0,False,,0,0,cUNI,cUSDC,cETH,cDAI,cBAT,cUSDT,,,,,,,,
27,0x0000000000c521824eaff97eac7b73b084ef9306,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
28,0x0000000000c9b1dde987a6abe20a2af8d9e636d9,0,0,False,,0,0,cBAT,cWBTC,,,,,,,,,,,,
29,0x0000000000ebbdaf01e3de2506ca1e4c08d3ceba,0,0,False,,0,0,cDAI,cDAI,,,,,,,,,,,,
30,0x0000000000f4def5f3572c846b1483daf4588d8f,0,0,False,,0,3.642917669620378041267768e-7,cUSDC,cETH,,,,,,,,,,,,
31,0x0000000008980b7095e3fed4a047e930c871a200,0,0,False,,0,0,cUSDT,,,,,,,,,,,,,
32,0x000000000a2daefe11b26dcdaecde7d33ad03e9d,0,0,False,,0,0,cUSDC,cETH,cDAI,cBAT,cZRX,cUSDT,,,,,,,,
33,0x000000000ddff3ce6638c1f1a1448a7d243b6cc8,0,0,False,,0,0,cUSDC,cDAI,cZRX,,,,,,,,,,,
34,0x00000000500e2fece27a7600435d0c48d64e0c00,0,0,False,,0,3.0447233374499235835688786757638e-14,cZRX,,,,,,,,,,,,,
35,0x0000000053d411becdb4a82d8603edc6d8b8b3bc,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
36,0x00000000553a85582988aa8ad43fb7dda2466bc7,0,8,False,,0,0.000110018739542678471426680475386366430992741,cUNI,cUSDC,cETH,cDAI,cBAT,cZRX,cWBTC,cUSDT,,,,,,
37,0x0000000073ab64137e95dea458bac6d7aa503636,0,1,False,,0,5.7475033496954125181804699101952e-14,cDAI,,,,,,,,,,,,,
38,0x0000000094acb89a43eac2fbb3a07973efc2435c,0,30,False,,0,0.0305100265854721476452818041150297819568318355,cUNI,cUSDC,cETH,cDAI,cBAT,cCOMP,cWBTC,cUSDT,,,,,,
39,0x0000000096b674bb0ea9c74c28be782bb48724de,0,0,False,,0,0.0005671152774862817077055567159001,cWBTC,,,,,,,,,,,,,
40,0x00000000af5a61acaf76190794e3fdf1289288a1,0,49,False,,0,0.006357554340310807351579389,cETH,cDAI,cBAT,cWBTC,cDAI,,,,,,,,,
41,0x00000000b1786c9698c160d78232c78d6f6474fe,0,47,False,,0,0.006121878066280948368460483923603085004753664,cUSDC,cETH,cDAI,cDAI,,,,,,,,,,
42,0x00000000b2ff98680adaf8a3e382176bbfc34c8f,0,0,False,,0,0,cUNI,cETH,cBAT,cCOMP,cWBTC,cDAI,,,,,,,,
43,0x00000000e1fa75ba0fcb4a319d2928a3fe3638e4,0,0,False,,0,0,cUSDC,cDAI,cBAT,cZRX,cUSDT,,,,,,,,,
44,0x00000000e29fd822365856bde355f5713f917d8f,0,0,False,,0,0,cCOMP,,,,,,,,,,,,,
45,0x00000000e84f2bbdfb129ed6e495c7f879f3e634,0,9,False,,0,0,cETH,cDAI,cZRX,cWBTC,,,,,,,,,,
46,0x00000000fea1fab3ce021f3bedd21a94d0ba190c,0,0,True,0.0596298818568661772542987039987453684473616,0,0.0596298818568661772542987039987453684473616,cUNI,cETH,cCOMP,cWBTC,,,,,,,,,,
47,0x0000000484f2217f1a64eb6d24b5cee446faeae5,0,0,True,1.72932037244703466103,0.00019985188949153715335570580020013248,0.00034560794396974864256872721139264223725833,cUSDC,cETH,cDAI,cBAT,cUSDT,,,,,,,,,
48,0x0000000f8ef4be2b7aed6724e893c1b674b9682d,0,0,False,,0,0,cUSDC,cDAI,,,,,,,,,,,,
49,0x0000002e7af4dda4efffc7229400c578a9f34d00,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
50,0x000000aaee6a496aaf7b7452518781786313400f,6,22,True,0.001338897359656329906536537822061013773755829,0,0.001338897359656329906536537822061013773755829,cREP,cUNI,cUSDC,cETH,cDAI,cBAT,cCOMP,cZRX,cWBTC,cDAI,cUSDT,,,
51,0x000000dcf1190af44f7149b85299f18ce7221024,0,0,True,0,0,0,cUNI,cUSDC,,,,,,,,,,,,
52,0x000000f15851d0875e878a83451163999bf5da51,0,0,True,0,0,0,cUNI,cUSDC,cETH,,,,,,,,,,,
53,0x000000f54395c554346bfd24e6a1ccd90b881a4e,0,0,False,,0,0,cREP,cUSDC,cETH,cDAI,cBAT,cZRX,cWBTC,cDAI,,,,,,
54,0x000000fe6d4bc2de2d0b0e6fe47f08a28ed52f91,0,0,False,,0,0.000152689553737756625194817536318545072,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
55,0x000000fe6d4bc2de2d0b0e6fe47f08a28ed52f92,0,0,False,,0,0.000152689553737756625194817536318545072,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
56,0x000000fe6d4bc2de2d0b0e6fe47f08a28ed52f93,0,0,False,,0,0.000152689553737756625194817536318545072,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
57,0x000000fe6d4bc2de2d0b0e6fe47f08a28ed52f94,0,0,False,,0,0.000152689553737756625194817536318545072,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
58,0x000000fe6d4bc2de2d0b0e6fe47f08a28ed52f9d,0,0,False,,0,0.000152689553737756625194817536318545072,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
59,0x000000fe6d4bc2de2d0b0e6fe47f08a28ed52f9e,0,0,False,,0,0.000152689553737756625194817536318545072,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
60,0x00000a6bbb35ea3f6f8dbc94801738f490c30a8d,0,0,False,,0,0,cREP,cUSDC,cETH,cBAT,cZRX,cDAI,,,,,,,,
61,0x00000b46508882a135b4933b82a07df8f24a0068,0,0,False,,0,0.0005923499891292742126110556169698552195328,cDAI,,,,,,,,,,,,,
62,0x00000f2d00b7a76100366c0013c2000595ee0067,0,0,False,,0,0,cUSDC,cETH,cDAI,cDAI,cUSDT,,,,,,,,,
63,0x00001d0f60d085992272cde64bb4975b3eb55bd1,0,0,False,,0,0,cETH,,,,,,,,,,,,,
64,0x0000209fa57715b0833456a57528e0b38b6ef7e5,0,0,False,,0,0.002204783049790132834357467872916311369678899,cREP,cUSDC,cETH,cDAI,cBAT,cZRX,cWBTC,cDAI,,,,,,
65,0x00002b503a75998c97508916a74fdb41934fa030,0,0,True,0,0,0,cUNI,cETH,cDAI,cCOMP,cWBTC,cWBTC,,,,,,,,
66,0x00007c3325b084b979b622ddf264bf9e45b8c2fd,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
67,0x00008d844b8610d9347e801167741ffc8de80b42,0,0,False,,0,0.0008317929740187939380233934976,cUSDC,,,,,,,,,,,,,
68,0x00008eed5265fd3f9f0e333b374bc12a88e5fb88,0,0,False,,0,0.0056652195214088076215407245,cETH,,,,,,,,,,,,,
69,0x0000ce08fa224696a819877070bf378e8b131acf,0,0,True,3.74081310582871202107,0.00220601499423854065922907243794374784,0.0082522898021021835385125645,cSUSHI,cETH,,,,,,,,,,,,
70,0x0000e0ca771e21bd00057f54a68c30d400000000,0,0,False,,0,35.0416208797728160400923380692816722231675579495,cUNI,cUSDC,cSUSHI,cETH,cDAI,cWBTC,cDAI,cUSDT,,,,,,
71,0x0000fee6275dab194ab538a01dd8b18b02b20000,0,6,False,,0,0.01032245223424865679811257305177394571787437,cUNI,cETH,cDAI,cCOMP,cWBTC,,,,,,,,,
72,0x000100000d0000bdeac500e76fb2bed82daca18e,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
73,0x00010000d17fa4c7008c9859db000def695300f5,0,0,False,,0,0,cBAT,,,,,,,,,,,,,
74,0x00011822d64437711d2f648878c53cd4cc5aebe2,0,0,False,,0,0.0008319500525046807566772276096,cUSDC,,,,,,,,,,,,,
75,0x000128d8ae6d4f648ae831a04deadadf02c80ad4,0,0,False,,0,0.000831770543449473355414579392,cUSDC,,,,,,,,,,,,,
76,0x000196c7969fe7dd8f51882c02d302bc64f0a199,0,0,False,,0,0.0008323256914773443454872397312,cUSDC,,,,,,,,,,,,,
77,0x0001a91687983a62575600a52d42313246a8b009,0,0,False,,0,0,cUSDT,,,,,,,,,,,,,
78,0x000206732258d7511fa624127228e6a032718e62,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
79,0x000243aa3ec931205e55f2ebfa97003aa7d9e3e0,0,0,False,,0,0.000828048906386661423850754112,cUSDC,cETH,,,,,,,,,,,,
80,0x00027e114cf11ac4493c7f8ad8c9247fde49a1c0,0,0,False,,0,0.0008310524294865369437417138688,cUSDC,,,,,,,,,,,,,
81,0x0002af49269aae4f0bdd945c9b252297a7b90a90,0,0,False,,0,0.0008303496138284183832874525056,cUSDC,,,,,,,,,,,,,
82,0x0002bc07fffbfa77d694398a3a5aa0ae2df65a4e,0,0,False,,0,0,cETH,cUSDT,,,,,,,,,,,,
83,0x0002dbe29a49088d7a497b0d0fae37a0da6b9ffc,0,0,False,,0,0.0087487193072718458146399471704,cUSDC,cETH,,,,,,,,,,,,
84,0x0003065530ac9da4fbb1eb98f1f96791e157640a,0,0,False,,0,0.004336548685807071059629347,cETH,,,,,,,,,,,,,
85,0x000306d05c3d678660d64e6390732a81467a528e,0,0,False,,0,0.0008296673926487875062684363648,cUSDC,,,,,,,,,,,,,
86,0x000311ea1677b3d5da2bbbf63065cf507f9d6a9d,0,0,False,,0,0.0013286532913395558371688705,cUSDC,cETH,cDAI,cCOMP,cZRX,,,,,,,,,
87,0x00034e4f142b19158fdc8381e0eebaac80cadc57,0,0,False,,0,0.036895833951091884598448883,cETH,,,,,,,,,,,,,
88,0x0003b962c9a7d3cd66d9926958b85374e84ae05e,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
89,0x0003bd1bc406ed182439baeb1a1028286a06c214,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
90,0x0003d6d2cde2b58635ba81aeffc3ebe19b4dac46,0,0,False,,0,0.0008311501847421332662438516608,cUSDC,,,,,,,,,,,,,
91,0x0003fca368838e813fb6d80e6ade47104980158a,0,0,False,,0,1.8824661005459388509221298038691170601537068325,cREP,cUNI,cUSDC,cDAI,cBAT,cCOMP,,,,,,,,
92,0x00040216879ace28f1b58c57833dcc2d2fef2d1e,0,0,False,,0,0.006376522666942503374129127,cETH,,,,,,,,,,,,,
93,0x000405b155ccbbb7130d319ce26ace64423e5ed7,0,0,False,,0,0,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
94,0x00041396e8074a05a27a10677a63d332ce1d8b49,0,0,False,,0,0,cETH,,,,,,,,,,,,,
95,0x00041cd3da22eb6f38efc523ae33589235228f86,0,0,False,,0,0.022420977469359114543431669424890231553513472,cDAI,,,,,,,,,,,,,
96,0x00049bc6b9516ce5131721c6f59c3414f668ce92,0,0,False,,0,0.000828280558149876437391721728,cUSDC,,,,,,,,,,,,,
97,0x0004d0437750237c1a3604b7f9a3c1c3fa9bc694,0,0,False,,0,0.0008282585832634725873160318848,cUSDC,,,,,,,,,,,,,
98,0x0004d2a2f9a823c1a585fde6514a17ff695e0001,0,0,False,,0,0,cUSDC,cDAI,,,,,,,,,,,,
99,0x0004e83ab220ca8a71483c6d82b68d0c6b2362f7,0,0,False,,0,0.00683112043299271230077533755564329073090304,cDAI,,,,,,,,,,,,,
100,0x0004f27da3b2ad91afba9539eac91b66ae98c24d,0,0,False,,0,0.033850522107285826556037039,cETH,,,,,,,,,,,,,
101,0x00056557be508fd57584358ad284626ea2de35d5,0,0,False,,0,0.063757286706070314696406458750395617033516714,cETH,cBAT,,,,,,,,,,,,
102,0x0005aa61ce1b7e1dd0705cc1f8f48713b969e532,0,0,False,,0,0.0139126459514421451486736461848,cUSDC,cETH,,,,,,,,,,,,
103,0x0005e7d57892ef630b45be9c84fa09f8157058fa,0,0,False,,0,0.0008282784622909440344855930496,cUSDC,,,,,,,,,,,,,
104,0x000613a2157dfe67b2d7bce8bb60e0af4548e79b,0,0,False,,0,0.0002864155419932744772428385,cETH,,,,,,,,,,,,,
105,0x000642cb9e9f7ee01cd0c5ee2e7b17643236d53d,0,0,False,,0,0.006115826259983288331996873595396833271394816,cDAI,,,,,,,,,,,,,
106,0x0006488d82241d8ba197456c4fe7ee781da7ddf6,0,0,False,,0,0.0008281494411138416751669078912,cUSDC,,,,,,,,,,,,,
107,0x00065108fd4130830b244ba7a65ae26d343f1c0d,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
108,0x000669c4f51630e5aae1f763e310119423cade30,0,0,False,,0,0.000831347042587007388015962304,cUSDC,,,,,,,,,,,,,
109,0x0006b3d2a82fd6614a8199ac5a35779fae6f3518,0,0,False,,0,0.0008319880338494007199592633472,cUSDC,,,,,,,,,,,,,
110,0x0006c68ce6297280a88d65540a0e988c0514a508,0,0,False,,0,0.0008283173434667109873622910592,cUSDC,,,,,,,,,,,,,
111,0x0006dd307cf5582b796fe17a419dfdeaf433db4d,0,0,False,,0,0.43451810294162662938358325278256320479309184,cDAI,,,,,,,,,,,,,
112,0x0006e4548aed4502ec8c844567840ce6ef1013f5,0,129,True,0.000244190080952519136910617446492970483033024,0,0.000244190080952519136910617446492970483033024,cTUSD,cREP,cUSDC,cSUSHI,cETH,cDAI,cBAT,cYFI,cZRX,cWBTC,cAAVE,cDAI,cUSDT,cLINK
113,0x0006ef85bdcc120e047c170e066cd7b0df6c57bc,0,0,False,,0,0.0013940027708976100908341542656,cUSDC,,,,,,,,,,,,,
114,0x00071f414009c0537317670ca0a6ca5fb67f8e7d,0,0,False,,0,0.000830174106932161310826963072,cUSDC,,,,,,,,,,,,,
115,0x0007448f4ba168e24c35f835eefa1a76587d691d,0,0,True,0,0,0,cUSDC,cETH,cCOMP,cAAVE,cUSDT,,,,,,,,,
116,0x0007808d13026d3245351759abc4f90a7bdd50de,0,0,True,0,0.0000026950923614084858209292,0,cWBTC,cDAI,,,,,,,,,,,,
117,0x000783970e93539003a25425e1f68e29103fac71,0,0,False,,0,0,cUSDC,cDAI,cBAT,cUSDT,,,,,,,,,,
118,0x0007af3017b9f7011aeca154ff6f6db675733895,0,0,False,,0,0.0022733963025447936433438052678749219495648,cUSDC,cCOMP,,,,,,,,,,,,
119,0x0007e53f8e00e16ed4d02e9ab8240622cd5b646c,0,0,False,,0,0.0008318688822711038145302339328,cUSDC,,,,,,,,,,,,,
120,0x0007fb0f9ccf6b1f98e2d004bf61602ba2ac64d1,0,0,False,,0,0.5505766158307538441866531883830528609578896,cUSDC,cCOMP,,,,,,,,,,,,
121,0x000872082304841d251b133f12bacbcfa19de877,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
122,0x000883452390f33053a3767bb51d5bf396451872,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
123,0x0008a0fa8b4f2c03cd9983b5cfa05c5b0d3e7075,0,0,False,,0,0.000828283368282806048454188928,cUSDC,,,,,,,,,,,,,
124,0x0008ce208f3a1dd2cb03078f0b6950cd5bc75375,0,0,False,,0,0.0008326578510728548180458156288,cUSDC,,,,,,,,,,,,,
125,0x0008df991af5e2313641cd74a798ffc3541e17af,0,0,False,,0,0.012930830942252917753091736,cETH,,,,,,,,,,,,,
126,0x0008e5019aa8245dfe61a97dd98a8402f16b66c0,0,0,False,,0,0.0010045711402176431840047659648,cUSDC,,,,,,,,,,,,,
127,0x00090862439eedfb4576e5b05225a6d5ab39d0b5,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
128,0x00096c03a66e20ea8d346bec7d016ae42d619f4f,0,0,False,,0,0.0008279839777798024111573444224,cUSDC,,,,,,,,,,,,,
129,0x0009ba966e03df518ba451d04684373db18ce92e,0,0,False,,0,0.0008323444453923268229334030336,cUSDC,,,,,,,,,,,,,
130,0x0009fdb1576f69d4ed627c1ca5323be12d52a2ad,0,0,False,,0,0.0008320457994715603676085446016,cUSDC,,,,,,,,,,,,,
131,0x000a0b24b1476f647a2a2fa4474f9ed32c685a8e,0,0,True,0,0,0,cUSDC,cETH,cDAI,cWBTC,cWBTC,cUSDT,,,,,,,,
132,0x000a0cfe58d6219d795735d0aabe692fce3e6ab0,0,0,False,,0,0.0008614342157885787607768672128,cUSDC,,,,,,,,,,,,,
133,0x000a10df27529d6f5f3c6a02fa2b6e23329d9026,0,0,False,,0,0.0008282503776753181230136276608,cUSDC,,,,,,,,,,,,,
134,0x000a1274cd3ec31d3b56e546bdf5ddea56f2df4f,0,0,False,,0,0.0008325988013817864545060218752,cUSDC,,,,,,,,,,,,,
135,0x000a2192e8b2478ab7f0f9d839661bbe5d2b32af,0,0,False,,0,0.0008318276734813578240172712064,cUSDC,,,,,,,,,,,,,
136,0x000a4be5672b87bdcab049288fd2564f77f86235,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
137,0x000a90fc4ae420b4c780f51f948aec28d09f12e1,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
138,0x000aa644afae99d06c9a0ed0e41b1e61beca958d,0,0,False,,0,0,cETH,cUSDT,,,,,,,,,,,,
139,0x000ab6f73134fd46c7cf6a1abf5668bad30449d9,0,0,False,,0,0.0040710687449764368906856635,cETH,,,,,,,,,,,,,
140,0x000aca723ea1d754b721acb80692237957416e75,0,0,False,,0,0.000828210460781657385318325248,cUSDC,,,,,,,,,,,,,
141,0x000ad136997687fef494bdb4091d65f2a513c05f,0,0,False,,0,0.0008325791505783045577385601408,cUSDC,,,,,,,,,,,,,
142,0x000ad8f56d3408abe29466189612d1b7b19e4420,0,0,False,,0,0,cUNI,,,,,,,,,,,,,
143,0x000b509f2b307ae4124360611cc079a50472c338,0,0,False,,0,0.0008281713889876588301331176832,cUSDC,,,,,,,,,,,,,
144,0x000b648c4e37956a53ed7a935cd942ec80feb5df,0,0,False,,0,0.0000746710770751104721689030528,cUSDC,,,,,,,,,,,,,
145,0x000b79f52356189c80a9d3ada3911d4438218516,0,0,False,,0,0,cUSDC,cDAI,cUSDT,,,,,,,,,,,
146,0x000ba9d35501d7f62d8dadff16b01dbced187b0e,0,0,False,,0,0.000832749831519993527665950144,cUSDC,,,,,,,,,,,,,
147,0x000bd4c90bf54815e7df3c99b9001a43380705a7,0,0,False,,0,0,cCOMP,,,,,,,,,,,,,
148,0x000be263b3ceb55d22ed9b40d7619f62c4862c80,0,0,True,0,0,0,cREP,cUSDC,cETH,cBAT,cZRX,cDAI,,,,,,,,
149,0x000c1cac6fef87de3fb1e3b15bb1b5311020e1c3,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
150,0x000c361b3e5c038334a3ee5956d381d656caaa85,0,0,False,,0,0.0016629216625093111348569175296,cUSDC,,,,,,,,,,,,,
151,0x000c8892e8c99649ee0db9faf51df47d54bf8237,0,0,False,,0,0.135360774008874402570132804,cETH,,,,,,,,,,,,,
152,0x000cbb65fb9cde843f6a2a73175c2ba2881957bc,0,0,False,,0,0.0061277550269793417028830881232,cUSDC,cETH,,,,,,,,,,,,
153,0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,0,0,True,0.0615857147067002764891547125434339963207696,0,0.0615857147067002764891547125434339963207696,cUNI,cUSDC,cETH,cDAI,cCOMP,,,,,,,,,
154,0x000d21f358d358c45cdcec06e30f70a6636b1360,0,0,False,,0,0.0008283102830592199220476260864,cUSDC,,,,,,,,,,,,,
155,0x000d793e44c7d95c11b83399aacd3cfe4e7fbe98,0,0,False,,0,0.0008281703786933760524763768576,cUSDC,,,,,,,,,,,,,
156,0x000d94b0e2a39dcfb9c8f31a42909c334f185311,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
157,0x000db5e67e927b703849e1c1cb81fb77786de6e3,0,0,False,,0,0,cBAT,,,,,,,,,,,,,
158,0x000dff8723d22561cb4e55633350d0ee79f5c9c5,0,0,False,,0,0.0008310533537407287666052960128,cUSDC,,,,,,,,,,,,,
159,0x000e0079afa2a5aad5ff05b145abf4777b1707ac,0,0,False,,0,0,cETH,,,,,,,,,,,,,
160,0x000e3de6e6942690a96e5ffacc5a9def429646e3,0,0,False,,0,0,cETH,,,,,,,,,,,,,
161,0x000e9abbbb01ea239359b70346ceca112bc7b761,0,0,False,,0,0.0008281480918380788020186526976,cUSDC,,,,,,,,,,,,,
162,0x000ea36028ca0a4d56778c5333c3f164efd7e25c,0,0,False,,0,0,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
163,0x000ea4da1bd889fe428b1e2eb0643e5452836ab8,0,0,False,,0,0.000832530986900823371913759744,cUSDC,,,,,,,,,,,,,
164,0x000ed4aa620a96bdfa21d49e3ac54c33dbc3fd76,0,0,False,,0,5.7475033496954125181804699101952e-14,cDAI,,,,,,,,,,,,,
165,0x000eeee5874b99ea98348416865833bcf26caca7,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
166,0x000ef6d6d8283da78c287e836c74ef4f84a99a9b,0,0,False,,0,0.0008312655329011427391337160448,cUSDC,,,,,,,,,,,,,
167,0x000f1106e63cf040bc6f401e24bd2bb68adad8ce,0,0,False,,0,0.0008312979254064115308103431936,cUSDC,,,,,,,,,,,,,
168,0x000f1b617901efe01c940250533563df14b6d271,0,0,False,,0,0.0008327593638439964768226425472,cUSDC,,,,,,,,,,,,,
169,0x000f3499f8299d6fe6be59760e3609106af42cd8,0,0,False,,0,0.0008327616309003465182330794368,cUSDC,,,,,,,,,,,,,
170,0x000f38c11de32df3bfd065c37eec99a00a42546f,0,0,True,2.50915080987786692125,0.00164407641228578702096755732998758656,0.004125235661387980341209469,cETH,cDAI,,,,,,,,,,,,
171,0x000f4432a40560bbff1b581a8b7aded8dab80026,0,0,False,,0,0.041267933270505769138196754,cETH,cDAI,cUSDT,,,,,,,,,,,
172,0x000f5131e5de2e92c14460e73c5ece95d73aee1c,0,0,False,,0,0.0008301300867736157297367203328,cUSDC,,,,,,,,,,,,,
173,0x000f66838974b628916b2ad67f62abf40c2b86bc,0,0,False,,0,0.0008310726171872485125871418496,cUSDC,,,,,,,,,,,,,
174,0x000f75539c2bc3941e4a29acb1d9a8254eff427f,0,0,False,,0,3.65781315277374348495e-8,cETH,cUSDT,,,,,,,,,,,,
175,0x000f7f22bfc28d940d4b68e13213ab17cf107790,0,0,True,0,0,0,cUSDC,cDAI,cUSDT,,,,,,,,,,,
176,0x000f808b032144dea32a455d5ec28e257f9d5874,0,0,False,,0,2.1516547957492608735e-9,cETH,cDAI,,,,,,,,,,,,
177,0x000f9ab7db91e4138a39975e1cc50321fc4ede03,0,0,False,,0,0.0008311739787702960107185346688,cUSDC,,,,,,,,,,,,,
178,0x000fd7c048bc33b3e42396e0f41f71d70d46c265,0,0,False,,0,0.0008324709701709215137356736128,cUSDC,,,,,,,,,,,,,
179,0x000fdb3284e15c9b9447db7386f27b44d00cc396,0,0,False,,0,0.0008327184424234461992063924352,cUSDC,,,,,,,,,,,,,
180,0x001000f100b8368c383f7000a842eb0000a6f283,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
181,0x001013fffc4edb7860226d6c7bb817245192b440,0,0,False,,0,0.0008317309359941151076662183936,cUSDC,,,,,,,,,,,,,
182,0x0010173cb3683308fee131b4510cb96d6b16365e,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
183,0x00105ab742ad1e4ba62bc844a3af1b4f4a23865d,0,0,False,,0,0,cETH,,,,,,,,,,,,,
184,0x00107747fcd88208becefcc2c01147d330d16f2c,0,0,False,,0,0.0434907597890979168279220295644814187108879675,cUNI,cETH,cCOMP,,,,,,,,,,,
185,0x0010836e37858b8b4ed635d6f51a5fd8304b1cb4,0,0,False,,0,0.014022538159217875334406753835259493783698688,cDAI,,,,,,,,,,,,,
