,id,countLiquidated,countLiquidator,hasBorrowed,health,totalBorrowValueInEth,totalCollateralValueInEth,tokens.0.symbol,tokens.1.symbol,tokens.2.symbol,tokens.3.symbol,tokens.4.symbol,tokens.5.symbol,tokens.6.symbol,tokens.7.symbol,tokens.8.symbol,tokens.9.symbol,tokens.10.symbol,tokens.11.symbol,tokens.12.symbol,tokens.13.symbol
965,0x008247da22ba7f0f2186aa876af198ea2dfbd271,0,0,False,,0,0.0089146309866662713612705335336,cUSDC,cETH,cCOMP,,,,,,,,,,,
966,0x00824fab35e85001bfd0f310a6351d57011a1c76,0,0,False,,0,0.0008310700586421361598972829696,cUSDC,,,,,,,,,,,,,
967,0x0082a12e195b8f31660830132e72716225382075,0,0,False,,0,0,cDAI,cBAT,cDAI,,,,,,,,,,,
968,0x0082e30876a976fb80670e661eb66d24cc031d3b,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
969,0x0082ecb97de99d907b779625e8b3c45f1c151a60,0,0,True,7.39887072893385519088,0.0001113902518503535002804226366092344,0.0008241620739041507145807435,cUSDC,cETH,cDAI,,,,,,,,,,,
970,0x00830020c32dababb78d334e116f86c575fd52c8,1,0,True,0,0,0,cUNI,cUSDC,cDAI,,,,,,,,,,,
971,0x00831493e6869a6f2f01957692f7525da3c59a23,0,0,False,,0,0.00166339590090098486125149320413938263710976,cDAI,,,,,,,,,,,,,
972,0x008324d55b50449cdca9aef24b246313bb8c54fc,0,0,False,,0,0,cBAT,,,,,,,,,,,,,
973,0x008390830b51efc0c52893cc9e2b33dfece05eae,0,0,False,,0,0.009409503873649844498458221,cETH,,,,,,,,,,,,,
974,0x008415fa05afa1c7871f3612479093635b33d967,0,0,False,,0,0.0008305854534841863612853044864,cUSDC,,,,,,,,,,,,,
975,0x00843a63c733357a4448148a50b061c2fc28d962,0,0,False,,0,0.000831271699244980052589511872,cUSDC,,,,,,,,,,,,,
976,0x0084a6b80fedba18e8b9fcf6d4d6a299ab22c5a7,0,0,False,,0,0.0008317764964586118240514968192,cUSDC,,,,,,,,,,,,,
977,0x0084d2d46bea255ced838bb7091b2f5cb6613dbe,0,0,False,,0,0.000831139154837969902161366528,cUSDC,,,,,,,,,,,,,
978,0x0084dde1f9b5c1eb1db1491e84a576a8beb050df,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
979,0x0084deba31fff19b5654e0f3fbcb0b7322cf373d,0,0,False,,0,0.0008326346163052832797266640512,cUSDC,,,,,,,,,,,,,
980,0x0084e1116f0ea803f552f6442b55181c7aede339,0,0,False,,0,0.001652634739923724025329905,cETH,,,,,,,,,,,,,
981,0x0084ee6c8893c01e252198b56ec127443dc27464,0,0,True,0,0,0,cUSDC,cETH,,,,,,,,,,,,
982,0x00850e7bd363a63dad2554417dbec3910bc94310,0,0,False,,0,0.0008329355828956165068426485376,cUSDC,,,,,,,,,,,,,
983,0x00854df63e291728e6473fd6bb5af8913399bcb2,0,0,False,,0,0.0392318705012532868839817185,cETH,,,,,,,,,,,,,
984,0x00858982166a1d9ba05ffe832a0693c6f610e0be,0,0,True,0,0,0,cCOMP,,,,,,,,,,,,,
985,0x00859f51fc3df549b0e4e21d5cbaf329f4955e3e,0,0,False,,0,0.0008313467067246277170142136064,cUSDC,,,,,,,,,,,,,
986,0x0085cc4d9ce979174819da928d0b07979c9a9846,0,0,True,0,0,0,cREP,cUSDC,cETH,cDAI,cBAT,cZRX,cWBTC,cDAI,,,,,,
987,0x0085d428ac99c42b30cb38373b1c233846891c9a,0,0,True,0,0,0,cDAI,cBAT,cUSDT,,,,,,,,,,,
988,0x0085f3cd92a56fcf8a22a0459578766f8715e7d6,0,0,False,,0,0.0008305199087078661333495067008,cUSDC,,,,,,,,,,,,,
989,0x008678977c3dc825357a4dc77847ebbc4f156956,0,0,True,2.33119436670050334958,2.58278515403044610428718671219432933816,6.02097420147346780241598387,cETH,cDAI,cWBTC,cUSDT,,,,,,,,,,
990,0x0086912bf6a63b30564613a701a29f1c13ac786d,0,0,False,,0,0.0008304736041907907976414476928,cUSDC,,,,,,,,,,,,,
991,0x0086dce5cef1398f219ecb5184d4667ab0856ae9,0,0,False,,0,0.00083292948552509424059450112,cUSDC,,,,,,,,,,,,,
992,0x00874bb9e33c12cb6987481cb635e98587693ea6,0,0,False,,0,0.0024305360230774416170103942997183279662928,cCOMP,,,,,,,,,,,,,
993,0x008798cce302f56a90ce2fb60335e9c697c8c309,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
994,0x0087a31875ae7aed2d61bc29f335e5d812865713,0,0,False,,0,0.000831681748839738029360007168,cUSDC,,,,,,,,,,,,,
995,0x0087cbf87e005c94625deba9f25bc889a99c0b33,0,0,False,,0,0.0182749796294699361592588432896,cUSDC,,,,,,,,,,,,,
996,0x0087db5a423242da11cc9655cc4e012ce31888ee,0,0,False,,0,0.0009233229323668911201700293888,cUSDC,,,,,,,,,,,,,
997,0x008868ebe1bb3bbfd70cbe0bf5da5ea7a92f6d40,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
998,0x008870e34de678ba79f76819811f2434c2503064,0,0,False,,0,0.000828189496895747729764983552,cUSDC,,,,,,,,,,,,,
999,0x0088a278bb3eab9653868a0ca744b787bad61464,0,0,False,,0,0.0008311723530127634346850130688,cUSDC,,,,,,,,,,,,,
1000,0x0004f27da3b2ad91afba9539eac91b66ae98c24d,0,0,False,,0,0.033850522107285826556037039,cETH,,,,,,,,,,,,,
1001,0x00056557be508fd57584358ad284626ea2de35d5,0,0,False,,0,0.063757286706070314696406458750395617033516714,cETH,cBAT,,,,,,,,,,,,
1002,0x0005aa61ce1b7e1dd0705cc1f8f48713b969e532,0,0,False,,0,0.0139126459514421451486736461848,cUSDC,cETH,,,,,,,,,,,,
1003,0x0005e7d57892ef630b45be9c84fa09f8157058fa,0,0,False,,0,0.0008282784622909440344855930496,cUSDC,,,,,,,,,,,,,
1004,0x000613a2157dfe67b2d7bce8bb60e0af4548e79b,0,0,False,,0,0.0002864155419932744772428385,cETH,,,,,,,,,,,,,
1005,0x000642cb9e9f7ee01cd0c5ee2e7b17643236d53d,0,0,False,,0,0.006115826259983288331996873595396833271394816,cDAI,,,,,,,,,,,,,
1006,0x0006488d82241d8ba197456c4fe7ee781da7ddf6,0,0,False,,0,0.0008281494411138416751669078912,cUSDC,,,,,,,,,,,,,
1007,0x00065108fd4130830b244ba7a65ae26d343f1c0d,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1008,0x000669c4f51630e5aae1f763e310119423cade30,0,0,False,,0,0.000831347042587007388015962304,cUSDC,,,,,,,,,,,,,
1009,0x0006b3d2a82fd6614a8199ac5a35779fae6f3518,0,0,False,,0,0.0008319880338494007199592633472,cUSDC,,,,,,,,,,,,,
1010,0x0006c68ce6297280a88d65540a0e988c0514a508,0,0,False,,0,0.0008283173434667109873622910592,cUSDC,,,,,,,,,,,,,
1011,0x0006dd307cf5582b796fe17a419dfdeaf433db4d,0,0,False,,0,0.43451810294162662938358325278256320479309184,cDAI,,,,,,,,,,,,,
1012,0x0006e4548aed4502ec8c844567840ce6ef1013f5,0,129,True,0.000244190080952519136910617446492970483033024,0,0.000244190080952519136910617446492970483033024,cTUSD,cREP,cUSDC,cSUSHI,cETH,cDAI,cBAT,cYFI,cZRX,cWBTC,cAAVE,cDAI,cUSDT,cLINK
1013,0x0006ef85bdcc120e047c170e066cd7b0df6c57bc,0,0,False,,0,0.0013940027708976100908341542656,cUSDC,,,,,,,,,,,,,
1014,0x00071f414009c0537317670ca0a6ca5fb67f8e7d,0,0,False,,0,0.000830174106932161310826963072,cUSDC,,,,,,,,,,,,,
1015,0x0007448f4ba168e24c35f835eefa1a76587d691d,0,0,True,0,0,0,cUSDC,cETH,cCOMP,cAAVE,cUSDT,,,,,,,,,
1016,0x0007808d13026d3245351759abc4f90a7bdd50de,0,0,True,0,0.0000026950923614084858209292,0,cWBTC,cDAI,,,,,,,,,,,,
1017,0x000783970e93539003a25425e1f68e29103fac71,0,0,False,,0,0,cUSDC,cDAI,cBAT,cUSDT,,,,,,,,,,
1018,0x0007af3017b9f7011aeca154ff6f6db675733895,0,0,False,,0,0.0022733963025447936433438052678749219495648,cUSDC,cCOMP,,,,,,,,,,,,
1019,0x0007e53f8e00e16ed4d02e9ab8240622cd5b646c,0,0,False,,0,0.0008318688822711038145302339328,cUSDC,,,,,,,,,,,,,
1020,0x0007fb0f9ccf6b1f98e2d004bf61602ba2ac64d1,0,0,False,,0,0.5505766158307538441866531883830528609578896,cUSDC,cCOMP,,,,,,,,,,,,
1021,0x000872082304841d251b133f12bacbcfa19de877,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1022,0x000883452390f33053a3767bb51d5bf396451872,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1023,0x0008a0fa8b4f2c03cd9983b5cfa05c5b0d3e7075,0,0,False,,0,0.000828283368282806048454188928,cUSDC,,,,,,,,,,,,,
1024,0x0008ce208f3a1dd2cb03078f0b6950cd5bc75375,0,0,False,,0,0.0008326578510728548180458156288,cUSDC,,,,,,,,,,,,,
1025,0x0008df991af5e2313641cd74a798ffc3541e17af,0,0,False,,0,0.012930830942252917753091736,cETH,,,,,,,,,,,,,
1026,0x0008e5019aa8245dfe61a97dd98a8402f16b66c0,0,0,False,,0,0.0010045711402176431840047659648,cUSDC,,,,,,,,,,,,,
1027,0x00090862439eedfb4576e5b05225a6d5ab39d0b5,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1028,0x00096c03a66e20ea8d346bec7d016ae42d619f4f,0,0,False,,0,0.0008279839777798024111573444224,cUSDC,,,,,,,,,,,,,
1029,0x0009ba966e03df518ba451d04684373db18ce92e,0,0,False,,0,0.0008323444453923268229334030336,cUSDC,,,,,,,,,,,,,
1030,0x0009fdb1576f69d4ed627c1ca5323be12d52a2ad,0,0,False,,0,0.0008320457994715603676085446016,cUSDC,,,,,,,,,,,,,
1031,0x000a0b24b1476f647a2a2fa4474f9ed32c685a8e,0,0,True,0,0,0,cUSDC,cETH,cDAI,cWBTC,cWBTC,cUSDT,,,,,,,,
1032,0x000a0cfe58d6219d795735d0aabe692fce3e6ab0,0,0,False,,0,0.0008614342157885787607768672128,cUSDC,,,,,,,,,,,,,
1033,0x000a10df27529d6f5f3c6a02fa2b6e23329d9026,0,0,False,,0,0.0008282503776753181230136276608,cUSDC,,,,,,,,,,,,,
1034,0x000a1274cd3ec31d3b56e546bdf5ddea56f2df4f,0,0,False,,0,0.0008325988013817864545060218752,cUSDC,,,,,,,,,,,,,
1035,0x000a2192e8b2478ab7f0f9d839661bbe5d2b32af,0,0,False,,0,0.0008318276734813578240172712064,cUSDC,,,,,,,,,,,,,
1036,0x000a4be5672b87bdcab049288fd2564f77f86235,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1037,0x000a90fc4ae420b4c780f51f948aec28d09f12e1,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1038,0x000aa644afae99d06c9a0ed0e41b1e61beca958d,0,0,False,,0,0,cETH,cUSDT,,,,,,,,,,,,
1039,0x000ab6f73134fd46c7cf6a1abf5668bad30449d9,0,0,False,,0,0.0040710687449764368906856635,cETH,,,,,,,,,,,,,
1040,0x000aca723ea1d754b721acb80692237957416e75,0,0,False,,0,0.000828210460781657385318325248,cUSDC,,,,,,,,,,,,,
1041,0x000ad136997687fef494bdb4091d65f2a513c05f,0,0,False,,0,0.0008325791505783045577385601408,cUSDC,,,,,,,,,,,,,
1042,0x000ad8f56d3408abe29466189612d1b7b19e4420,0,0,False,,0,0,cUNI,,,,,,,,,,,,,
1043,0x000b509f2b307ae4124360611cc079a50472c338,0,0,False,,0,0.0008281713889876588301331176832,cUSDC,,,,,,,,,,,,,
1044,0x000b648c4e37956a53ed7a935cd942ec80feb5df,0,0,False,,0,0.0000746710770751104721689030528,cUSDC,,,,,,,,,,,,,
1045,0x000b79f52356189c80a9d3ada3911d4438218516,0,0,False,,0,0,cUSDC,cDAI,cUSDT,,,,,,,,,,,
1046,0x000ba9d35501d7f62d8dadff16b01dbced187b0e,0,0,False,,0,0.000832749831519993527665950144,cUSDC,,,,,,,,,,,,,
1047,0x000bd4c90bf54815e7df3c99b9001a43380705a7,0,0,False,,0,0,cCOMP,,,,,,,,,,,,,
1048,0x000be263b3ceb55d22ed9b40d7619f62c4862c80,0,0,True,0,0,0,cREP,cUSDC,cETH,cBAT,cZRX,cDAI,,,,,,,,
1049,0x000c1cac6fef87de3fb1e3b15bb1b5311020e1c3,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1050,0x000c361b3e5c038334a3ee5956d381d656caaa85,0,0,False,,0,0.0016629216625093111348569175296,cUSDC,,,,,,,,,,,,,
1051,0x000c8892e8c99649ee0db9faf51df47d54bf8237,0,0,False,,0,0.135360774008874402570132804,cETH,,,,,,,,,,,,,
1052,0x000cbb65fb9cde843f6a2a73175c2ba2881957bc,0,0,False,,0,0.0061277550269793417028830881232,cUSDC,cETH,,,,,,,,,,,,
1053,0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,0,0,True,0.0615857147067002764891547125434339963207696,0,0.0615857147067002764891547125434339963207696,cUNI,cUSDC,cETH,cDAI,cCOMP,,,,,,,,,
1054,0x000d21f358d358c45cdcec06e30f70a6636b1360,0,0,False,,0,0.0008283102830592199220476260864,cUSDC,,,,,,,,,,,,,
1055,0x000d793e44c7d95c11b83399aacd3cfe4e7fbe98,0,0,False,,0,0.0008281703786933760524763768576,cUSDC,,,,,,,,,,,,,
1056,0x000d94b0e2a39dcfb9c8f31a42909c334f185311,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1057,0x000db5e67e927b703849e1c1cb81fb77786de6e3,0,0,False,,0,0,cBAT,,,,,,,,,,,,,
1058,0x000dff8723d22561cb4e55633350d0ee79f5c9c5,0,0,False,,0,0.0008310533537407287666052960128,cUSDC,,,,,,,,,,,,,
1059,0x000e0079afa2a5aad5ff05b145abf4777b1707ac,0,0,False,,0,0,cETH,,,,,,,,,,,,,
1060,0x000e3de6e6942690a96e5ffacc5a9def429646e3,0,0,False,,0,0,cETH,,,,,,,,,,,,,
1061,0x000e9abbbb01ea239359b70346ceca112bc7b761,0,0,False,,0,0.0008281480918380788020186526976,cUSDC,,,,,,,,,,,,,
1062,0x000ea36028ca0a4d56778c5333c3f164efd7e25c,0,0,False,,0,0,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
1063,0x000ea4da1bd889fe428b1e2eb0643e5452836ab8,0,0,False,,0,0.000832530986900823371913759744,cUSDC,,,,,,,,,,,,,
1064,0x000ed4aa620a96bdfa21d49e3ac54c33dbc3fd76,0,0,False,,0,5.7475033496954125181804699101952e-14,cDAI,,,,,,,,,,,,,
1065,0x000eeee5874b99ea98348416865833bcf26caca7,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1066,0x000ef6d6d8283da78c287e836c74ef4f84a99a9b,0,0,False,,0,0.0008312655329011427391337160448,cUSDC,,,,,,,,,,,,,
1067,0x000f1106e63cf040bc6f401e24bd2bb68adad8ce,0,0,False,,0,0.0008312979254064115308103431936,cUSDC,,,,,,,,,,,,,
1068,0x000f1b617901efe01c940250533563df14b6d271,0,0,False,,0,0.0008327593638439964768226425472,cUSDC,,,,,,,,,,,,,
1069,0x000f3499f8299d6fe6be59760e3609106af42cd8,0,0,False,,0,0.0008327616309003465182330794368,cUSDC,,,,,,,,,,,,,
1070,0x000f38c11de32df3bfd065c37eec99a00a42546f,0,0,True,2.50915080987786692125,0.00164407641228578702096755732998758656,0.004125235661387980341209469,cETH,cDAI,,,,,,,,,,,,
1071,0x000f4432a40560bbff1b581a8b7aded8dab80026,0,0,False,,0,0.041267933270505769138196754,cETH,cDAI,cUSDT,,,,,,,,,,,
1072,0x000f5131e5de2e92c14460e73c5ece95d73aee1c,0,0,False,,0,0.0008301300867736157297367203328,cUSDC,,,,,,,,,,,,,
1073,0x000f66838974b628916b2ad67f62abf40c2b86bc,0,0,False,,0,0.0008310726171872485125871418496,cUSDC,,,,,,,,,,,,,
1074,0x000f75539c2bc3941e4a29acb1d9a8254eff427f,0,0,False,,0,3.65781315277374348495e-8,cETH,cUSDT,,,,,,,,,,,,
1075,0x000f7f22bfc28d940d4b68e13213ab17cf107790,0,0,True,0,0,0,cUSDC,cDAI,cUSDT,,,,,,,,,,,
1076,0x000f808b032144dea32a455d5ec28e257f9d5874,0,0,False,,0,2.1516547957492608735e-9,cETH,cDAI,,,,,,,,,,,,
1077,0x000f9ab7db91e4138a39975e1cc50321fc4ede03,0,0,False,,0,0.0008311739787702960107185346688,cUSDC,,,,,,,,,,,,,
1078,0x000fd7c048bc33b3e42396e0f41f71d70d46c265,0,0,False,,0,0.0008324709701709215137356736128,cUSDC,,,,,,,,,,,,,
1079,0x000fdb3284e15c9b9447db7386f27b44d00cc396,0,0,False,,0,0.0008327184424234461992063924352,cUSDC,,,,,,,,,,,,,
1080,0x001000f100b8368c383f7000a842eb0000a6f283,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1081,0x001013fffc4edb7860226d6c7bb817245192b440,0,0,False,,0,0.0008317309359941151076662183936,cUSDC,,,,,,,,,,,,,
1082,0x0010173cb3683308fee131b4510cb96d6b16365e,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1083,0x00105ab742ad1e4ba62bc844a3af1b4f4a23865d,0,0,False,,0,0,cETH,,,,,,,,,,,,,
1084,0x00107747fcd88208becefcc2c01147d330d16f2c,0,0,False,,0,0.0434907597890979168279220295644814187108879675,cUNI,cETH,cCOMP,,,,,,,,,,,
1085,0x0010836e37858b8b4ed635d6f51a5fd8304b1cb4,0,0,False,,0,0.014022538159217875334406753835259493783698688,cDAI,,,,,,,,,,,,,
1086,0x001096190e8f3fa24b749704be231ab232348cb1,0,0,False,,0,0,cETH,,,,,,,,,,,,,
1087,0x0010984db4865682fe8e89bf5f1286610043f477,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1088,0x0010a43c568d645c3130e653515b3c6a5147a017,0,0,False,,0,0.0008304387234084456314028901632,cUSDC,,,,,,,,,,,,,
1089,0x0010f663eeaf1f77b48a256992fe2dbf0d8d8744,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1090,0x00114ed0c0b9a2bd1de54ffb7c3faf2f041eb45b,0,0,False,,0,0.0008313767571385834253096259456,cUSDC,cDAI,cWBTC,,,,,,,,,,,
1091,0x001195422a38f2d65212b835cbeea49d97cb1e62,0,0,False,,0,0.0323255902311446169128102325,cETH,,,,,,,,,,,,,
1092,0x0011b21b22e389d7465b987003e099d747107753,0,0,False,,0,0.0257463134915366986493604915,cETH,,,,,,,,,,,,,
1093,0x0011daca9b87e48046e0004262165cac7ac0d706,0,0,False,,0,0.0008317307815692186197200840704,cUSDC,,,,,,,,,,,,,
1094,0x0011e3c93627956b12742b3c0b2e92250ea30a1f,0,0,False,,0,0,cREP,cUSDC,cETH,cBAT,cZRX,cWBTC,cDAI,,,,,,,
1095,0x0011f0d36b1368218a5889e80b2834b6314ee5fa,0,0,False,,0,0.000001059554678604261180808926579596135381514,cUSDC,cZRX,,,,,,,,,,,,
1096,0x00120ec799017bbab1049174ac3cd706260effc4,0,0,False,,0,0.2850661149603974153699893981056,cUSDC,cDAI,,,,,,,,,,,,
1097,0x0012614b3039868a22957b5b54286d010bb7d2b1,0,0,False,,0,0.0008324158328911025856604415232,cUSDC,,,,,,,,,,,,,
1098,0x001293893fb3fd2b1ca300407424394c02fc1095,0,0,False,,0,0.0008297700055207637874450685056,cUSDC,,,,,,,,,,,,,
1099,0x001297392eb9c8f9200d4610c3226fd68d988343,0,0,False,,0,0.0008318145323581637402016981504,cUSDC,,,,,,,,,,,,,
1100,0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0,0,False,,0,0,cUSDC,cDAI,,,,,,,,,,,,
1101,0x0012acbb598a775194564755059b155e19523dcc,0,0,False,,0,0.0008317824480553274589571996032,cUSDC,,,,,,,,,,,,,
1102,0x0012b37191ea0c61579af8dece0d18f43584a58a,0,0,False,,0,0.0008279822854618437955403327616,cUSDC,,,,,,,,,,,,,
1103,0x0012b3f3d958d8702176dbd330f5007adfbfcc3f,0,0,False,,0,0.0008322643097584755889011355008,cUSDC,,,,,,,,,,,,,
1104,0x001322de6b26c7370fb5b55ebf76670929e5a611,0,0,False,,0,0.0008279560577114366293718849664,cUSDC,,,,,,,,,,,,,
1105,0x00135b12bdf057417f0826bc41ab8a4f73cd1d58,0,0,False,,0,0.005366518692579434326021239,cETH,,,,,,,,,,,,,
1106,0x0013783ae78c7440de12786958758dc3ba61a0b5,0,0,False,,0,0.0008304685895012215377747915648,cUSDC,,,,,,,,,,,,,
1107,0x001392cfd9e78bd16accf527ba7ebd3603f92070,0,0,False,,0,0.0008316256255710792540860195712,cUSDC,,,,,,,,,,,,,
1108,0x0013cefc104698bb40d574e2ae6c822d5d52cff3,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1109,0x0013db06405a3ac5ff4e9da0387319f04663c175,0,0,False,,0,0.0008312505038982785193333705216,cUSDC,,,,,,,,,,,,,
1110,0x0013e04682b7c8ea07a2ce6d54a85eaa1f63d7c6,0,0,False,,0,0.0008322430225454389117105750656,cUSDC,,,,,,,,,,,,,
1111,0x0014536e7756d88b7fb285980895f7b81a3423ad,0,0,False,,0,0.0008283049725259179468969694848,cUSDC,,,,,,,,,,,,,
1112,0x0014971dba5b1481296e6abdd7234b0d8474bb8c,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1113,0x00149dc18a3305c78d2e0b9bf0a794ba67efbbc9,0,0,False,,0,0.0008329273139838383302574544768,cUSDC,,,,,,,,,,,,,
1114,0x0014a6737f9637a98926811b2d38f51a0a3d822c,0,0,False,,0,0.101598721326313491008103705,cETH,,,,,,,,,,,,,
1115,0x0014af41d67a9b06d9606f44955f7d13975b7d50,0,0,False,,0,0.0000172788009715942367392436846518392680225475,cUNI,,,,,,,,,,,,,
1116,0x0014e88d4770417d4611ea09672c339de67d27ee,0,0,False,,0,0.0008306121952976540542104151296,cUSDC,,,,,,,,,,,,,
1117,0x0014fdaf65dcb3380126aee915bb108151540fa0,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1118,0x00150cdae340e632cfa5ba2d5bd4eb4bac483663,0,0,False,,0,0.002686603502057558086025934669223499558787584,cDAI,,,,,,,,,,,,,
1119,0x001536940798f11e9e027d6ace96f596a4a6dd28,0,0,False,,0,0.0383644351736565638613519405,cETH,,,,,,,,,,,,,
1120,0x00158a74921620b39e5c3afe4dca79feb2c2c143,0,0,False,,0,0.008250317396702110927602603,cETH,,,,,,,,,,,,,
1121,0x001593b82a9340636e4306048e12309da3951227,0,0,False,,0,0.000330656709320119222029429,cUSDC,cETH,,,,,,,,,,,,
1122,0x0015a98b03c030c543de2c487e6cf70587078eab,0,0,False,,0,0.0008320369230414108323846521344,cUSDC,,,,,,,,,,,,,
1123,0x0015c7efe8db927ec2b8c689c3af569214ba50f8,0,0,False,,0,1.65082655874837743992947459,cETH,,,,,,,,,,,,,
1124,0x0015fda2364070c5d3449552622258c5e3da3bd9,0,0,False,,0,0.0049491759493362615165924825,cETH,,,,,,,,,,,,,
1125,0x00164af1287c58d244049de5a6605b930e2cdd28,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1126,0x00166201079a74578dcd592c7c70e6e1fd9948d5,0,0,False,,0,0.0008325287080154320980044002176,cUSDC,,,,,,,,,,,,,
1127,0x00166a7dc565bcfa1597c6275e4a33209aa1a5c6,0,0,False,,0,0.0008302550757777825434649355392,cUSDC,,,,,,,,,,,,,
1128,0x0016958b8998d09c0cc8f0c19f5c29bfc286ea96,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1129,0x00169ec81f8d1f2887416a19131ca053765a37d2,0,0,False,,0,0.058766618487183750380318958263901233947118374,cUSDC,cETH,cDAI,cZRX,cUSDT,,,,,,,,,
1130,0x0016acca5bcbf3b6fb5173e0050da9b782063348,0,0,False,,0,0.0110915633623493293151716032096,cUSDC,cETH,,,,,,,,,,,,
1131,0x0016f640f1739f97c058f632d986c1cf2aba84f6,0,0,False,,0,0.0008280962968803430446464719104,cUSDC,,,,,,,,,,,,,
1132,0x00170a0922ad509ca471a62b88e5c3f54a95352c,0,0,False,,0,0,cETH,,,,,,,,,,,,,
1133,0x001742476d588c2402f35acbef5e62cee0b47f38,0,0,False,,0,0.000153722163179880732535296,cETH,,,,,,,,,,,,,
1134,0x0017652a7abb82ccd2109d106dcc8a9e7294ec02,0,0,False,,0,0.0073827253237484845404533731704,cUSDC,cETH,,,,,,,,,,,,
1135,0x00176ddef169355c21addf322dc45a509602d553,0,0,False,,0,0.0008306295894025533569296806912,cUSDC,,,,,,,,,,,,,
1136,0x0017709da907cb9d31f393a1b6d01a29c194e235,0,0,False,,0,0.0008313062077950575792475436416,cUSDC,,,,,,,,,,,,,
1137,0x001796bda61efd524e060fbe40a2e3f13e21b6f8,0,0,False,,0,0.01147454809079099332763313964101377447351936,cDAI,,,,,,,,,,,,,
1138,0x0017c281074ceab559fe8913617f917469ffaf3e,0,0,False,,0,0.0008319001042309491514627255296,cUSDC,,,,,,,,,,,,,
1139,0x0017c2b3e2b0ca0032d55a05e1700c5f4fad1f28,0,0,False,,0,0,cDAI,,,,,,,,,,,,,
1140,0x0017cc24e3764a2f346e1d0634c66c180a480691,0,0,False,,0,0.0008304077965272706414833244416,cUSDC,,,,,,,,,,,,,
1141,0x00183e0fd46dbcfe21df496ad6e62bd47923888f,0,0,False,,0,0.0008315619930975739954039141248,cUSDC,,,,,,,,,,,,,
1142,0x0018573bbfdedcea76f6a7fa24b4dea3fdaa0333,0,0,False,,0,1.2065424464564376160216046225152053154271663885,cUNI,cUSDC,cDAI,,,,,,,,,,,
1143,0x00185c8d23ed4ad90423311a2fc8e8092bf2c108,0,0,False,,0,0.0008327313621493610956540701696,cUSDC,,,,,,,,,,,,,
1144,0x0018642090598a48f29cf4dd57c9244e52627456,0,0,False,,0,0.000832252021032461661873599616,cUSDC,,,,,,,,,,,,,
1145,0x00186a47f5c975b0b31d694058837ec06dea498a,0,0,False,,0,0.0008304762310030067806733476608,cUSDC,,,,,,,,,,,,,
1146,0x0018805c309c44ca7d5bd3bc33559645517d8de4,0,0,False,,0,0.0008325699319298725997224530816,cUSDC,,,,,,,,,,,,,
1147,0x0018bc4da484e21d68c6338115a54ef11da4ea78,0,0,False,,0,0.000832938973475479830028866816,cUSDC,,,,,,,,,,,,,
1148,0x0018f04f4f75a7620b9603f0c3eee4d3311e6048,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1149,0x00191d51f83c3ae6de0823bba5e9a6761ca05279,0,0,False,,0,0.000831404298089120253074888256,cUSDC,,,,,,,,,,,,,
1150,0x00193bdec253c70b17ba4a9d11c9e9498c81d930,0,0,False,,0,0.0015125648294006501472586055928,cUSDC,cETH,,,,,,,,,,,,
1151,0x0019492b56c166ac8abed8df64a3bda6f4f94f24,0,0,False,,0,0,cETH,,,,,,,,,,,,,
1152,0x00197a9690eeb0f01f5b110a20fd57dd468cc19a,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
1153,0x0019a20b4eb245069061fb48bb07a718bf4244ff,0,0,False,,0,0.0008313846413416922643552315648,cUSDC,,,,,,,,,,,,,
1154,0x001a071e43d054ea6815447293c55062ed3f299f,0,0,False,,0,0.0008311361384913065663415614208,cUSDC,,,,,,,,,,,,,
1155,0x001a22b01d1cdfde01281e43a3a96026c572c909,0,0,False,,0,0,cUSDC,,,,,,,,,,,,,
