,id,date,dailyVolumeETH,dailyVolumeUSD,dailyVolumeUntracked,totalVolumeUSD,totalLiquidityUSD,mostLiquidTokens,txCount
275,18664,1612569600,575457.4200379674,971622885.5105146,9550377689.759657,0,3944237958.111484,[],29412106
276,18665,1612656000,581242.7455441594,928875410.655699,5255752822.302178,0,3885341760.899308,[],29580665
277,18666,1612742400,635485.1712909631,1066804052.53552,11042514331.498714,0,4147174537.569692,[],29739615
278,18667,1612828800,603103.2408193417,1056728614.6111788,6998549064.772131,0,4234289476.072845,[],29898043
279,18668,1612915200,599942.6664029863,1059389630.2075903,10540577600.34907,0,4218766611.025725,[],30043673
280,18669,1613001600,521340.9360258746,922367831.9992104,5746319106.928506,0,4387993746.131364,[],30203827
281,18670,1613088000,575359.9455035792,1034077552.2141516,6585131934.047856,0,4483606496.141841,[],30380401
282,18671,1613174400,564760.9810597834,1026887020.3331748,6157329293.018219,0,4456485719.037843,[],30561585
283,18672,1613260800,543226.5040140031,989113608.4664427,10968030410.45503,0,4425859880.251319,[],30747923
284,18673,1613347200,652505.9902221952,1156696196.8735368,11291074801.486883,0,4386220400.474933,[],30920465
285,18674,1613433600,545480.3714093196,969910865.6147053,13767169097.730955,0,4442760967.0323105,[],31084793
286,18675,1613520000,606941.703567383,1093431735.9359024,11465042049.251453,0,4632472434.162284,[],31258008
287,18676,1613606400,578468.34818158,1103045386.420096,12298106109.819948,0,4747075522.049658,[],31420549
288,18677,1613692800,524356.7029681319,1014670568.2249204,7106390059.227736,0,4794719318.912735,[],31569047
289,18678,1613779200,634667.6848055938,1259519248.75083,13969147787.312815,0,4725472328.805264,[],31706253
290,18679,1613865600,503849.7831363688,978781666.3269792,7240907086.558882,0,4850807050.51592,[],31851052
291,18680,1613952000,838228.0703468173,1492567617.4947865,1554067975.8915937,0,4403776960.717334,[],31988200
292,18681,1614038400,1154377.9074619068,1766569766.416556,1820174642.270223,0,3953850431.836416,[],32099018
293,18682,1614124800,709303.0113655425,1159603530.7953217,1202095388.8764136,0,4180868242.483061,[],32236667
294,18683,1614211200,638008.9209058865,1019762419.4976058,6720276692.447381,0,3942072999.955464,[],32380361
295,18684,1614297600,697917.1280639444,1032715140.1907713,5629487501.145155,0,3812430024.0354657,[],32512782
296,18685,1614384000,504157.36668282154,748422479.8133875,18933469557.48795,0,3907392661.209706,[],32642765
297,18686,1614470400,712751.6751409646,977896476.632577,9827756626.8722,0,3811788135.6169934,[],32781206
298,18687,1614556800,552566.0820821576,827937061.6175292,14626812395.156336,0,4143005177.45272,[],32920977
299,18688,1614643200,526823.0895793648,810078202.4925747,10546973789.388048,0,3999833018.032124,[],33055445
300,18689,1614729600,535612.0313459508,847889645.5943688,10457308171.821947,0,4153856227.701264,[],33199662
301,18690,1614816000,527283.5276617506,821780624.5102056,13626855776.902643,0,4096461418.1412334,[],33346078
302,18691,1614902400,630877.9233589107,939288740.5991186,12335020604.961475,0,4096006783.032135,[],33518652
303,18692,1614988800,479318.24448394566,757560680.5420877,13776244856.180454,0,4323320214.872165,[],33676194
304,18693,1615075200,666186.6723603822,1110417162.3002825,10616399984.19738,0,4478330360.823816,[],33842832
305,18694,1615161600,647660.1239837569,1124796883.9546568,12865507549.517181,0,4698376517.8980255,[],34011600
306,18695,1615248000,615690.868990602,1124265745.7598104,856517606422027.0,0,4829860155.022729,[],34181240
307,18696,1615334400,531396.1952628613,967509358.2055476,15164493238.525564,0,4662662471.126808,[],34341168
308,18697,1615420800,551722.6392620563,988538426.8044691,7959138633.025974,0,4766092433.47124,[],34500654
309,18698,1615507200,620880.44381944,1104978110.309625,9314960773.306501,0,4720253398.708225,[],34670061
310,18699,1615593600,563467.799826732,1039593018.4535408,8290694535.369952,0,5086860988.954029,[],34837295
311,18700,1615680000,545702.2257964676,1026368981.0926912,9377691725.304417,0,5005650195.332964,[],35022671
312,18701,1615766400,609063.1245366769,1097466084.493312,1164814583.1814847,0,4896927654.634719,[],35205701
313,18702,1615852800,562207.3890335037,1000312732.8147656,1074421543.1921825,0,4982917375.282432,[],35384951
314,18703,1615939200,552362.4004718304,985825734.7525507,9517783728.098326,0,5038638537.207153,[],35558761
315,18704,1616025600,495432.6173606813,896049632.7668993,9207129685.912163,0,4946613049.872972,[],35722285
316,18705,1616112000,571496.0347311817,1030755375.1074857,1093567250.5400789,0,5053129188.300841,[],35900042
317,18706,1616198400,515162.81990045775,944398649.9028873,9470008924.130844,0,5055926424.188147,[],36078785
318,18707,1616284800,472131.2048079417,842716716.3210973,899403173.2684584,0,4991189163.365143,[],36247270
319,18708,1616371200,740041.3201268556,1300195827.2195413,27621020855.475906,0,4774825056.755096,[],36436198
320,18709,1616457600,636095.4040298951,1076011539.8003151,1137572385.0418365,0,4666487179.234499,[],36614063
321,18710,1616544000,746533.2586102363,1244106730.2544465,20014247061.045155,0,4516710167.143816,[],36800176
322,18711,1616630400,659966.3114091889,1049626191.5142348,8807476578.986794,0,4490042420.361983,[],36965582
323,18712,1616716800,575363.0441663859,944524781.83799,9029743611.034567,0,4785148850.465424,[],37140357
324,18713,1616803200,552421.810880349,938119515.5876544,29641478344.57928,0,4882944638.492705,[],37323857
325,18714,1616889600,949817.8437860968,1602178349.42168,14380720437.266705,0,4869783605.310674,[],37505793
326,18715,1616976000,3747044.2706699087,6667130809.439244,20065716502.081623,0,5120301840.238928,[],37687723
327,18716,1617062400,18550033.818928324,34093337679.98105,57735206451.53168,0,5173177104.718272,[],37872457
328,18717,1617148800,6675637.711160671,12234904607.743675,22857914650.919575,0,5296592411.02088,[],38054365
329,18718,1617235200,651741.8829734911,1263075970.674864,4544497122.345592,0,5375899242.849483,[],38243771
330,18719,1617321600,627195.2731254,1275450492.6046371,27503747258.15335,0,5668454876.095647,[],38412984
331,18720,1617408000,562624.4033429225,1172317171.785266,18343914808.141014,0,7885235381.344453,[],38571286
332,18721,1617494400,498321.3951295248,1021223940.357928,32706189167.30624,0,8145253639.6911955,[],38730416
333,18722,1617580800,570965.8750291129,1183603669.067171,26382093199.763885,0,8164705964.932845,[],38899142
334,18723,1617667200,586157.3018144858,1237448646.0277357,14665981773.809109,0,8178888711.8199215,[],39073503
335,18724,1617753600,725275.612316308,1461574835.1816523,17574531541.77135,0,7258062490.262432,[],39247471
336,18725,1617840000,545453.2620948696,1104790177.6633363,16700085734.2368,0,7647650700.979701,[],39414721
337,18726,1617926400,470754.919047444,976285840.4205236,7427585086.732861,0,7610137177.431904,[],39575216
338,18727,1618012800,481437.68549153535,1029644063.579091,18352388607.171875,0,7841848607.569242,[],39736536
339,18728,1618099200,434522.7616646444,929116027.2998979,32859093258.176735,0,7816437943.626619,[],39895703
340,18729,1618185600,496245.86654375895,1063587995.7099856,5849701130.962232,0,7800003100.1879,[],40049206
341,18730,1618272000,507513.7647193863,1132379521.3275225,7027066540.0532875,0,8144911910.281957,[],40203184
342,18731,1618358400,566039.401002529,1332403986.7712612,7030878735.957994,0,8403349462.320535,[],40362937
343,18732,1618444800,477639.18257309886,1175268718.8581607,9534164295.545822,0,8629893939.769444,[],40529470
344,18733,1618531200,572591.2726834107,1389109176.4148018,8821855733.478062,0,8415717661.61015,[],40704050
345,18734,1618617600,569276.5398636381,1377369656.516478,11902612881.139229,0,8153493368.664483,[],40914730
346,18735,1618704000,762178.933195925,1648924023.4300768,8162336777.332856,0,7820375366.979092,[],41101246
347,18736,1618790400,603889.2753634434,1329973041.1410103,6394591583.320392,0,7682726196.435129,[],41295498
348,18737,1618876800,808193.0344390189,1765660419.000281,5139221789.801617,0,8217889438.4807,[],41509213
349,18738,1618963200,623005.1899404705,1470119246.9761248,10623815097.166336,0,8356273715.670961,[],41722729
350,18739,1619049600,750055.5815251198,1859736172.755088,8771932973.589006,0,8373447383.900396,[],41927492
351,18740,1619136000,806968.5335057395,1828329145.5965648,8544020905.758598,0,8312331131.852077,[],42134663
352,18741,1619222400,433358.9400455786,977758005.2009629,4296786516.716889,0,7955635347.604629,[],42320142
353,18742,1619308800,409396.76926214696,925434520.7779298,7035274281.332713,0,8245599587.589493,[],42509363
354,18743,1619395200,478876.7651824415,1183227768.3572886,19394613674.30812,0,8853656592.70409,[],42703256
355,18744,1619481600,458906.786163267,1187693723.389454,9121678659.897335,0,9124827874.503405,[],42900878
356,18745,1619568000,478544.3970510037,1282093664.3806329,9467559633.095242,0,9346457489.610231,[],43097995
357,18746,1619654400,425531.26906069054,1163998528.1576705,10085818671.363684,0,7719645207.394812,[],43298235
358,18747,1619740800,413227.85773221566,1139388537.6520615,9203112969.810703,0,7794604178.092211,[],43514818
359,18748,1619827200,411283.5499427588,1180524186.5230298,43895296887.82406,0,8000520282.110372,[],43725522
360,18749,1619913600,572113.9432999125,1677915989.90037,12397534157.20218,0,7948000404.039653,[],43972061
361,18750,1620000000,561365.2841641414,1782629204.0729747,7313690901.972747,0,8722370384.815052,[],44185427
362,18751,1620086400,590217.6970465783,1973990385.5235336,13866443073.00704,0,8360304733.049441,[],44402258
363,18752,1620172800,455920.3310377856,1531093360.5443735,12715099675.700855,0,8697557401.602304,[],44613586
364,18753,1620259200,312815.9724414353,1090088313.0454557,5872895840.683013,0,8275682630.9361315,[],44778640
365,18754,1620345600,320581.9472360489,1115628421.6462913,11576005122.372908,0,8122170348.685261,[],44944527
366,18755,1620432000,723786.2548011446,2657886964.498631,14966214791.962679,0,8676870881.990372,[],45137696
367,18756,1620518400,544740.2613486167,2119009307.486873,13713099313.762363,0,8625025223.000439,[],45353489
368,18757,1620604800,752615.3393243515,3055529253.0924854,9897872123.07007,0,8494824189.328106,[],45573324
369,18758,1620691200,596836.4134327308,2373545790.473332,3795976666.833444,0,8868191595.671389,[],45816842
370,18759,1620777600,717475.3756352172,2995732783.01224,13992029821.209667,0,7940194742.750708,[],46045517
371,18760,1620864000,573876.9925440762,2179468709.220884,7715946719.398781,0,7783132736.148977,[],46224420
372,18761,1620950400,442835.01887091866,1752505251.2474673,33132148762718.047,0,8516190559.412376,[],46436557
373,18762,1621036800,405910.69440515304,1574936334.9445765,18495404856.027992,0,7696322217.110429,[],46664692
374,18763,1621123200,473403.8504577757,1715222900.9741273,16631927528.964787,0,7527171921.36983,[],46884646
375,18764,1621209600,514588.02548130264,1725647272.1040251,7809941135.520603,0,6869708921.731754,[],47087250
376,18765,1621296000,390126.84985717566,1331636767.611144,7724504517.65545,0,7008717749.5643835,[],47299859
377,18766,1621382400,1341553.504803668,3524570057.499798,9319189880.18668,0,5192147803.023361,[],47465673
378,18767,1621468800,722341.7943072611,1875778693.8611307,12643037341.142319,0,5710276475.822609,[],47630312
379,18768,1621555200,690924.2948236938,1727290717.4191406,11211988359.699455,0,5064917467.055247,[],47805424
380,18769,1621641600,458265.0165735462,1069963685.8034672,9127940543.922726,0,4834018036.633617,[],47973491
381,18770,1621728000,937321.1096546648,1877013763.887304,2031186348.8917592,0,4368203223.213433,[],48140381
382,18771,1621814400,537286.524400628,1276639516.8898852,12469384710.995924,0,5190848106.979813,[],48314817
383,18772,1621900800,416654.22703099315,1074072950.086986,11873332900.78734,0,5298002157.216984,[],48485893
384,18773,1621987200,424983.5866765711,1177111598.7265248,2171216198.6700296,0,5529044381.371893,[],48655344
385,18774,1622073600,280293.9572105384,773884995.9397459,2079331973.2889647,0,5302779660.923378,[],48825809
386,18775,1622160000,381440.89368308894,967889560.2937777,1432906470.9502928,0,4804854428.296757,[],49020529
387,18776,1622246400,350637.95702351414,833994388.6085259,2017913948.9939165,0,4575336305.353267,[],49220411
388,18777,1622332800,263043.5775074986,622475805.1393834,1752208821.3024628,0,4693607802.027921,[],49419284
389,18778,1622419200,258958.69925569688,648188916.0874928,1534440978.9272025,0,5067465193.273349,[],49605611
390,18779,1622505600,272988.9457416047,709805774.3206433,110716417120.64128,0,4925351311.711656,[],49783066
391,18780,1622592000,220810.06340409513,596507453.5635204,1963583942.82822,0,5045268994.679977,[],49961242
392,18781,1622678400,245149.8893598634,686388193.9391124,1726647156.6535325,0,5206833757.906243,[],50151537
393,18782,1622764800,271967.0400850139,728771246.0690032,1718020447.2772777,0,4921954455.066336,[],50327018
394,18783,1622851200,183357.51776584977,491179775.48011845,1479242658.79405,0,4815177932.033269,[],50496206
395,18784,1622937600,120070.61406699136,323019504.6196904,1827711857.368728,0,4910806224.659428,[],50656673
396,18785,1623024000,199020.4288700652,543104827.9274232,1980412550.1063664,0,4670319538.062396,[],50835699
397,18786,1623110400,267513.4844144545,662267425.6609443,1559796898.29352,0,4515465403.608431,[],51006985
398,18787,1623196800,226668.71755374596,574157537.3903654,1443258626.2780263,0,4646634617.536622,[],51181107
399,18788,1623283200,207018.31964349168,521818405.7454554,1872846200.426098,0,4441581378.626384,[],51348759
400,18789,1623369600,235120.60755716095,569534536.665636,1916690811.1767628,0,4249261174.076064,[],51518092
401,18790,1623456000,214655.2902472856,506138102.2622793,1351402590.6809936,0,4241303768.01874,[],51689232
402,18791,1623542400,158021.48120810493,380063874.1037518,1254285505.471722,0,4446251747.522393,[],51841310
403,18792,1623628800,163324.051333033,413321969.78043795,1774412941.9705036,0,4536622086.034847,[],51998795
404,18793,1623715200,158859.8125144389,408974317.7721095,1879127625.2391016,0,4490613327.57994,[],52160112
405,18794,1623801600,173763.7535695815,426868309.8161018,1353987910.0215952,0,4246586157.829313,[],52313880
406,18795,1623888000,219603.1802493518,522557846.5953094,1428204491.8121207,0,4286574236.6361146,[],52474729
407,18796,1623974400,206666.61609536965,466861223.5701279,1715544612.933987,0,4045216264.778923,[],52622645
408,18797,1624060800,156725.41727603017,348927299.6711924,1527439934.2990203,0,3938895447.010089,[],52781292
409,18798,1624147200,156627.10231924412,337016984.94018793,1087568042.403192,0,4006534420.360964,[],52929151
410,18799,1624233600,340695.1890980224,677638645.7135351,1517747857.277446,0,3389047276.981716,[],53070884
411,18800,1624320000,358839.6346114168,670325650.6401776,1859178675.260825,0,3389445403.733311,[],53215375
412,18801,1624406400,212187.53349526852,418582621.5689663,1627391268.0583549,0,3544701142.2368283,[],53346958
413,18802,1624492800,169047.7810928888,332133831.3924178,1415433477.4760473,0,3769189364.074009,[],53484132
414,18803,1624579200,206562.14306148447,389206258.8625555,1078656954.592203,0,3451086244.744113,[],53624241
415,18804,1624665600,179023.3815403252,318558548.9324345,1053272060.8514051,0,3483834255.6080527,[],53751279
416,18805,1624752000,153333.15432717613,284911279.27688384,1001728674.0966262,0,3651320751.3952384,[],53869726
417,18806,1624838400,412851.9918121164,833770839.0200658,1094368215200.0804,0,3780558811.4733095,[],53999700
418,18807,1624924800,166686.45846060885,361672572.2173334,4467829592.603151,0,3895229239.210098,[],54132271
419,18808,1625011200,172434.83312518586,373492538.1482403,1019459689.5373708,0,4021312514.227541,[],54256388
420,18809,1625097600,454797.25265540386,990310718.5880355,508871195140.60583,0,3827821903.9643407,[],54399266
421,18810,1625184000,235746.36922957815,488416493.7729738,1020360504.5359617,0,3844450677.9430447,[],54534958
422,18811,1625270400,148523.75216354936,325457190.8123842,1429989048.233408,0,3892223765.74744,[],54679561
423,18812,1625356800,205464.67995963793,476384162.9883829,1390363978815.714,0,4007644830.5955114,[],54815722
424,18813,1625443200,132897.63179649576,298254408.79089755,1567127402.4559584,0,3862732116.64805,[],54943412
425,18814,1625529600,142466.76864144736,326821682.62699425,2167251372.683426,0,4012073348.618324,[],55038166
426,18815,1625616000,120135.6481544738,283166378.1014297,1.2788641719851884e+18,0,3992139330.6093297,[],55135516
427,18816,1625702400,142610.93521558554,311860008.2217735,1955102513.4520092,0,3697829404.143699,[],55235070
428,18817,1625788800,193274.50449560676,408314875.90102154,664437867516.151,0,3736785052.3408256,[],55334526
429,18818,1625875200,104525.7207675488,221476129.8597691,16902752264.279802,0,3679593312.971672,[],55438784
430,18819,1625961600,76856.43426993229,163402075.16223156,742420908.8397653,0,3720023592.7209888,[],55535366
431,18820,1626048000,91952.31961509354,191708274.30102575,34063013347.754135,0,3525488438.286856,[],55627575
432,18821,1626134400,118370.51436583028,234926305.2952192,331505123.38335574,0,3416176390.1993184,[],55722771
433,18822,1626220800,159410.03299737792,310001532.6991305,2590093981.4732046,0,3475086991.878352,[],55829823
434,18823,1626307200,189386.33365254285,366881359.95867777,1551893774.7220094,0,3405749802.954573,[],55946477
435,18824,1626393600,134180.3874838044,255679653.9664684,845289309.3616226,0,3328815493.8877325,[],56042355
436,18825,1626480000,103513.23121690033,194998934.78296977,1210811947785382.5,0,3310612403.788291,[],56134224
437,18826,1626566400,166191.59806332883,323962747.36161035,1123959572157.0747,0,3295445293.4617734,[],56218755
438,18827,1626652800,106040.85540661552,195770889.5552731,948548549.0684109,0,3173747125.822976,[],56317484
439,18828,1626739200,228884.28937395976,405164808.3633044,995491594.640868,0,3109473118.6957846,[],56413901
440,18829,1626825600,161576.06798593563,303787204.3301316,1006016482.9933383,0,3394079936.8825264,[],56511920
441,18830,1626912000,101589.47062035499,203054260.8487174,992723948.6393677,0,3443314532.6111264,[],56603519
442,18831,1626998400,110689.59209746183,227306935.4239927,1074056327.5940998,0,3577214965.9647923,[],56702735
443,18832,1627084800,125746.770587963,270180310.6239925,1077767885.4938731,0,3639289665.6261854,[],56823244
444,18833,1627171200,127639.20844050086,275125531.405331,1232038718.885456,0,3661703851.465569,[],56941412
445,18834,1627257600,289795.3655264757,671517732.0528922,2956662100.868612,0,3691811944.300156,[],57062421
446,18835,1627344000,125757.84062319332,281326774.7288053,2163442754.726041,0,3768668031.7010274,[],57157573
447,18836,1627430400,125390.8134968622,287947975.6813678,483960754.1912116,0,3770830642.332742,[],57257842
448,18837,1627516800,141160.7487055718,326148576.4340045,1635801864.632413,0,3881691334.329191,[],57379293
449,18838,1627603200,164437.7462262131,392982324.50384694,471137527.65366703,0,3983732350.371748,[],57500555
450,18839,1627689600,123572.75938714277,304884125.5378312,1685965935.4889917,0,4055276767.1178513,[],57622343
451,18840,1627776000,138130.74553936863,358508601.30191773,417602361.88791376,0,4050426331.3143625,[],57732352
452,18841,1627862400,114106.56246509412,296223140.6489383,31276079593.1196,0,4055545173.419377,[],57829154
453,18842,1627948800,128740.30817699844,322606640.7893939,562427342.607368,0,3904623226.6703863,[],57927224
454,18843,1628035200,126666.62387982974,328737239.94938815,501055618.7091061,0,4101692411.880135,[],58027891
455,18844,1628121600,133981.11039739224,363467874.4441621,425587281.67072976,0,4212413576.867764,[],58117309
456,18845,1628208000,106331.44024960742,300085292.18546695,363642891.615005,0,4270294165.765669,[],58203041
457,18846,1628294400,126659.5624032786,384555327.4547941,444540842.91147375,0,4550768082.344376,[],58289481
458,18847,1628380800,173179.14767116593,533672388.2902205,764102765.1634746,0,4362010735.165684,[],58369865
459,18848,1628467200,138034.5397989632,423834252.1987859,572166347.9861549,0,4518214534.810834,[],58445533
460,18849,1628553600,116565.1014579794,365248977.6995319,588389629.1424036,0,4505355072.897725,[],58526505
461,18850,1628640000,127588.9677765251,410017136.69225645,559814098.2778778,0,4565071085.896852,[],58617654
462,18851,1628726400,117231.43505843513,364150634.65715355,629265355.9493049,0,4409759766.437952,[],58701653
463,18852,1628812800,104324.10564669948,334131324.9843665,398762966.0590124,0,4708227845.684577,[],58781320
464,18853,1628899200,89812.39165680924,293804390.2351152,618854398.4707953,0,4691483309.568064,[],58857750
465,18854,1628985600,87860.17572289011,281741240.182376,446037710.896524,0,4653192471.360848,[],58933686
466,18855,1629072000,128127.1296454444,415219988.60314655,819726093.5968435,0,4475633315.944039,[],59015841
467,18856,1629158400,168007.56063876752,529245205.77086854,830979528.0974771,0,4311319013.586931,[],59109032
468,18857,1629244800,160779.9386927858,489235632.8039736,622977954.4382704,0,4338016533.874844,[],59203893
469,18858,1629331200,144098.015828403,438972845.3362318,625421629.156773,0,4306179572.794268,[],59304609
470,18859,1629417600,140948.65937007644,456916587.46279216,720893879.347925,0,4395267653.461293,[],59409857
471,18860,1629504000,100650.11973915748,328819231.1638949,459004607.74898976,0,4337281586.307992,[],59501580
472,18861,1629590400,103236.33135107125,331515259.48329425,9357248374.376783,0,4342417889.983279,[],59594917
473,18862,1629676800,140500.07185296473,466991410.54539526,1359572760.565334,0,4418996638.308159,[],59693405
474,18863,1629763200,223627.10996048857,735370742.0313745,2449791062.6333175,0,4280172621.860084,[],59779651
475,18864,1629849600,137295.43435139285,437429137.2165711,39468848644.01955,0,4343062434.472775,[],59856647
476,18865,1629936000,158147.71625270296,494706279.75150955,885858392.0399607,0,4214945357.603738,[],59941412
477,18866,1630022400,116150.01713832084,367741693.4703094,982174006.3491356,0,4416799826.795547,[],60005741
478,18867,1630108800,100567.58251622516,326076289.4121129,593678941.4449948,0,4374900800.101892,[],60074656
479,18868,1630195200,108069.27410602877,346814551.99225026,602134347.5851644,0,4361266992.595056,[],60141395
480,18869,1630281600,182591.0854247628,584289752.1182805,748081601.6318628,0,4309069935.779951,[],60206704
481,18870,1630368000,133185.83699295265,445869341.76612645,1163206732.658882,0,4484909455.774808,[],60272276
482,18871,1630454400,134564.12056965334,481973947.463578,796689751.8123002,0,4820620431.113253,[],60332992
483,18872,1630540800,96015.64830685343,362340432.8482904,429114467.96526927,0,4788223613.692529,[],60392344
484,18873,1630627200,100481.25711397712,391393120.24131054,491210771.3427769,0,4876095254.983063,[],60442222
485,18874,1630713600,98864.8726980163,385935115.4981047,771923435.5689663,0,4840411590.025577,[],60497494
486,18875,1630800000,84039.70408073181,329012380.4747712,541947330.9388309,0,4908848720.360157,[],60552671
487,18876,1630886400,103415.07800352797,406435069.67390025,855815075.5646,0,4848816420.997462,[],60614494
488,18877,1630972800,202031.27454835287,722210268.6806219,925628950.4620925,0,4344415938.406394,[],60683392
489,18878,1631059200,158411.69309298895,541483593.5815138,980770125.2282457,0,4371003735.202788,[],60741681
490,18879,1631145600,124253.89937828288,433675594.1660449,4338968266.41592,0,4322207404.677505,[],60801436
491,18880,1631232000,164719.288865007,550399717.3484745,1522947341.3522356,0,4108281988.3311367,[],60873904
492,18881,1631318400,123597.56796448569,405657268.6374849,882934043.5448039,0,4175375002.6254406,[],60947901
493,18882,1631404800,108018.14310616437,364430861.5909808,1708029979.4017074,0,4306497452.506007,[],61017414
494,18883,1631491200,135881.10292891643,441711215.5200506,5477981370.253665,0,4160395036.6703625,[],61086931
495,18884,1631577600,117909.22978991036,393502283.1679326,9727936239.626814,0,4313156843.982925,[],61161244
496,18885,1631664000,119590.4613759342,414221190.1994425,69838555986.50641,0,4496688255.135975,[],61236462
497,18886,1631750400,118708.1288802436,426619748.0206759,1778795659.3457944,0,4454261310.417241,[],61309778
498,18887,1631836800,106960.08274661448,371494045.12980783,1014893365.1056072,0,4266810494.082401,[],61375453
499,18888,1631923200,94866.64452583832,328256465.21745133,947410703.2306173,0,4327131102.392921,[],61450290
500,18889,1632009600,109712.50290202435,370642439.5800016,1822879948.5562608,0,4216080015.576524,[],61522322
501,18890,1632096000,176340.5907296842,547307870.4733738,2880436145.461372,0,3810320223.329071,[],61597198
502,18891,1632182400,187454.2899642338,547724426.9920207,827984784.5231107,0,3582756864.387473,[],61661392
503,18892,1632268800,126801.56230410992,373234289.6695136,702321338.2996782,0,3906425681.9265823,[],61732141
504,18893,1632355200,98680.76301485853,307109364.31904626,7238936198.972966,0,3998191248.876641,[],61799711
505,18894,1632441600,131271.95916718763,384721669.4412221,586487604.7613603,0,3753746126.76249,[],61865085
506,18895,1632528000,96328.77811246701,280175665.123273,835659431.6166395,0,3763294696.779988,[],61927854
507,18896,1632614400,148295.6763273854,438041034.59977967,31718972665.439384,0,3878976883.2405386,[],61992894
508,18897,1632700800,108105.04834317294,331180501.39973825,437847039.79427725,0,3753823006.062524,[],62054260
509,18898,1632787200,108006.62589925031,311951480.89210063,472035668.4980468,0,3622137423.826196,[],62115568
510,18899,1632873600,113168.94952312006,324673805.6790589,721966561.4322131,0,3667505769.688031,[],62184891
511,18900,1632960000,106400.973970211,317676066.8761672,445126265.4880168,0,3819088467.2257223,[],62248702
512,18901,1633046400,101710.56931222937,323489622.1558896,446912500.40142,0,4139758803.343405,[],62309194
513,18902,1633132800,86364.33027616794,288624039.05488485,473091050.071485,0,4222066920.1790223,[],62375155
514,18903,1633219200,72413.1809521945,247305147.09727445,1439387457.0215847,0,4253689393.003409,[],62439936
515,18904,1633305600,99403.01318965101,334306845.9695933,10956309884.497066,0,4220341637.7962904,[],62498719
516,18905,1633392000,109091.52883354475,374861822.95413,545039129.9159882,0,4348226985.744764,[],62561418
517,18906,1633478400,122331.64850404412,430296701.4691096,4489882993.2883625,0,4417900814.084472,[],62622282
518,18907,1633564800,161012.18982927108,573822844.453544,702818917.2383193,0,4414049163.452704,[],62690728
519,18908,1633651200,91613.55395227784,330123957.925563,1532855521.3292437,0,4373102843.522632,[],62749596
520,18909,1633737600,77795.44486169459,279173938.7442679,1869458883.8669343,0,4383455950.970125,[],62817843
521,18910,1633824000,96954.58061646564,342605941.4406586,423720586.612416,0,4215803511.224407,[],62889325
522,18911,1633910400,115566.12941221493,408596847.52638686,579948907.8190541,0,4292091839.139589,[],62959183
523,18912,1633996800,122819.64780653948,427746402.51969427,733292202.963393,0,4258915651.2938175,[],63038513
524,18913,1634083200,127608.64735143124,446959813.3350348,944111575.7040426,0,4369564671.574279,[],63119552
525,18914,1634169600,129351.09222539134,480935647.2958821,850123715.6141444,0,4521526940.635145,[],63197461
526,18915,1634256000,146339.23566734427,557225332.0799496,953696555.5484774,0,4556535676.106107,[],63269013
527,18916,1634342400,101149.36669516229,392010720.6977782,2450885138.9223685,0,4552109175.622836,[],63351991
528,18917,1634428800,102635.66686290374,392995222.91146225,568513453.2036581,0,4561199562.874939,[],63434529
529,18918,1634515200,98890.69456396956,374650495.71075577,628964451.4565552,0,4458857947.054495,[],63521261
530,18919,1634601600,122322.41074651603,466022047.72952634,750927204.4166794,0,4585873927.512574,[],63622949
531,18920,1634688000,106679.04400993236,423771062.36627096,589364688.06656,0,4787699880.598021,[],63724196
532,18921,1634774400,131775.59000407663,548663484.2780583,791824084.5693948,0,4671385649.617065,[],63814860
533,18922,1634860800,106486.77459781917,430751918.4355721,738414865.0130057,0,4605592811.158199,[],63915433
534,18923,1634947200,96763.40343661811,391924968.5580111,4000793580.284249,0,4767683455.204049,[],64028302
535,18924,1635033600,117522.95877606484,477999537.8798504,5191176825.443289,0,4689140134.806657,[],64154557
536,18925,1635120000,137676.87682993975,571765347.41674,1813881142.7690876,0,4829306907.634264,[],64283633
537,18926,1635206400,160918.25298061542,676101765.3413736,1165989552.7149491,0,4802735849.181379,[],64419922
538,18927,1635292800,205781.17028618124,834338231.4349319,1286432053.223508,0,4595172266.509094,[],64542665
539,18928,1635379200,209449.90891087917,862628618.4079335,951065379.3731776,0,4949929033.135205,[],64681337
540,18929,1635465600,228435.38109844248,996824771.9616864,1703254971.9051692,0,5114143554.247793,[],64832005
541,18930,1635552000,258071.5961182537,1115460903.112316,1534993490.2228112,0,5058282296.863308,[],64998059
542,18931,1635638400,212801.057846794,912225770.0747488,1274895334.52121,0,5058791263.825376,[],65141533
543,18932,1635724800,182652.63918606096,786515588.2945522,1122849814.1716678,0,5103568588.971993,[],65269133
544,18933,1635811200,226939.56657652112,1008825338.1838064,1435933807.1296475,0,5376678322.506283,[],65407215
545,18934,1635897600,202887.27233891457,928672466.9152787,2627158626.5025024,0,5365660550.080035,[],65543013
546,18935,1635984000,185717.71083610217,839947805.7075808,2068985104.9522784,0,5277776770.525189,[],65664802
547,18936,1636070400,195388.77050564595,879387898.7218177,14828001918.849596,0,5257994498.927045,[],65788692
548,18937,1636156800,145896.18490870137,649689589.4832493,14907129078.194693,0,5349829156.776455,[],65914831
549,18938,1636243200,151437.73167413307,694037105.2388601,1836839080.1095445,0,5422492282.395,[],66052156
550,18939,1636329600,166756.63975285072,790683547.0833888,2273252927.047289,0,5621325384.662112,[],66184411
