,buyer,seller,price,timestamp
0,0x15790bcdb4de080854510c6474834850843b41df,0x73084e4338a64d73180d039fae40a0e92b105f35,99000000000000000000,1609521981
1,0x6a724cc552840a84edd6d4897367a9571797a8c6,0xbc02db030361121dd43bbb2fcbcb4f9f98c1dc7d,3000000000000000000000,1609543830
2,0x6a724cc552840a84edd6d4897367a9571797a8c6,0xf5295519adbd3647a9f70a1358bc93eca64b241d,4000000000000000000000,1609544128
3,0x6a724cc552840a84edd6d4897367a9571797a8c6,0x56d73eab5b1aa46ddade8666da65cb79b53ff44d,6999000000000000000000,1609545279
4,0xcce33bbaa621a72164c80125fd35f8566390c61b,0x99823c9c4facfddecbb48c972c4ba77990824bfb,350000000000000000000,1609552800
5,0xc5b4e3ed8b30bf691bfda2d1604080a6781d0fc3,0xecc65a2491c96117ef04dddf6532ff2456ad7a22,8000000000000000000000,1609552840
6,0x04402eded95ea8ce0f8c78fbbc8e648833537867,0x367fd324d4cd93a7a7860a94db42c924c6f0b131,10000000000000000000000,1609560110
7,0x2a2f97ff7afdef409fd18f25e963a850c5d81036,0x38086b09042587f4935ffc467e7fdac35e4cc6e8,18000000000000000000000,1609564632
8,0xab1e3d388f99295ee138c67d9b16286fdb2148cd,0xcd3f011ab2359a03fcb8b1fe168a06ee148d343e,10000000000000000000000,1609565393
9,0xcce33bbaa621a72164c80125fd35f8566390c61b,0x3a49309413793b32f6a308769220147fedbffa5f,675000000000000000000,1609567481
10,0xcce33bbaa621a72164c80125fd35f8566390c61b,0x9c0cf9613205c2ad26ad9fc113de9645b89fa65a,4000000000000000000000,1609568888
11,0xcce33bbaa621a72164c80125fd35f8566390c61b,0x24b2d45f7f27baa2040aecaff462f50db6b971ba,450000000000000000000,1609570969
12,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x23be90335e79d3245615985d91f69814f98a0fab,999000000000000000000,1609585297
13,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x51a41abb3f43a31665b2f55a3aa38d8304f2de87,110000000000000000000,1609586629
14,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x51a41abb3f43a31665b2f55a3aa38d8304f2de87,180000000000000000000,1609586779
15,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x51a41abb3f43a31665b2f55a3aa38d8304f2de87,180000000000000000000,1609586782
16,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x51a41abb3f43a31665b2f55a3aa38d8304f2de87,180000000000000000000,1609586914
17,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x24b2d45f7f27baa2040aecaff462f50db6b971ba,299000000000000000000,1609586946
18,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x878440d5c29e6481a4b85c7d1404a8e9f67a2e74,375000000000000000000,1609587336
19,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x24b2d45f7f27baa2040aecaff462f50db6b971ba,444000000000000000000,1609587413
20,0x3644bc8bb192003e5566c7c61db391c2f3aa73aa,0x1099b5eaf607a0df14f5da3c6c8fd06c74d23de0,10888000000000000000000,1609611497
21,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0xea484e64cc146bd006d579df72748fddc061ea6c,138000000000000000000,1609616267
22,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0xa0ee5a798c7420ad32b2e4b34dffba07cf1ef3e2,100000000000000000000,1609616267
23,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x438c330cab12f167e8b446528a711c86d62db4a5,99000000000000000000,1609616267
24,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x644f53aec51baec9fa86b70f4025b19ddea96ee0,114000000000000000000,1609616272
25,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x51a41abb3f43a31665b2f55a3aa38d8304f2de87,260000000000000000000,1609616272
26,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x51a41abb3f43a31665b2f55a3aa38d8304f2de87,185000000000000000000,1609616272
27,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x24b2d45f7f27baa2040aecaff462f50db6b971ba,299000000000000000000,1609616272
28,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x51a41abb3f43a31665b2f55a3aa38d8304f2de87,420000000000000000000,1609616272
29,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0xb8fcb7978ae74105617bea5fd25956c19df9d7f0,315000000000000000000,1609617816
30,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x7482f6558d66c169afbca4aafcd6154e490039fd,20000000000000000000000,1609622950
31,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0xb79deec031aec829ce4cf38e1d53df5b6f50668f,14900000000000000000000,1609623508
32,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x8b01d375e274213c860ef6ac013dbdd5286cd816,23000000000000000000000,1609624154
33,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0x06025812fde95f375e3ddaf503e8e25e2724d4e2,25000000000000000000000,1609624749
34,0x6de605472ce0200caf4a322d7a6e2549c72f6724,0xb2a505fed3932046b446ea6c5d00de355055291e,4500000000000000000000,1609625421
35,0xad763239ad1ef0154a5daee677a78faef448f8c6,0x81e4fb0c64bf49f89b57f6648562fc9a791b2e92,17500000000000000000000,1609644480
36,0xad4cf3e862707c6a2174642d52af2b8da79c95a2,0x51b3dd026e3837352d7a0efb431c62c1862d0d4d,12000000000000000000000,1609652222
37,0x9382d05850759a03cee9e23fbdfb0bbf42f6c8fe,0xa0ee5a798c7420ad32b2e4b34dffba07cf1ef3e2,100000000000000000000,1609656296
38,0x5f1f32fc64c1fd7c01d7b2d585638525e5c71bcc,0x355863c70ca7c4b4297b4808517df9b23cc7e6a5,9900000000000000000000,1609656304
39,0xb6941a32218bd6a34ca3d80b6a9ca20b75e50a6d,0x46b7baea7b54938722b6cf6baf010b23ea95dd77,8999000000000000000000,1609663772
40,0x4c6514efcd93425a70830ecfe9f9f5436de91d57,0x46b7baea7b54938722b6cf6baf010b23ea95dd77,8999000000000000000000,1609664398
41,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0xc28fc70a6c85f3c7b8bd809c9870f4e1b2f58fe5,130000000000000000000,1609669825
42,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0xb8fcb7978ae74105617bea5fd25956c19df9d7f0,130000000000000000000,1609669846
43,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0x154620ddfdcd6ab15dd9c1682386debad1eef536,140000000000000000000,1609669846
44,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0x51a41abb3f43a31665b2f55a3aa38d8304f2de87,180000000000000000000,1609669846
45,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0xf3f1f5cc169b39d488341d8737f085a6c6be7316,205000000000000000000,1609669846
46,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0xc28fc70a6c85f3c7b8bd809c9870f4e1b2f58fe5,280000000000000000000,1609670111
47,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0xc28fc70a6c85f3c7b8bd809c9870f4e1b2f58fe5,289000000000000000000,1609670111
48,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0x99823c9c4facfddecbb48c972c4ba77990824bfb,400000000000000000000,1609670131
49,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0x43b2cc9004630b2912abbce0fdf09ff5a3cc144b,400000000000000000000,1609670131
50,0xced97d3ad85390074bfb09bfebe76d89f76f5696,0xee8eeec3e7a5ad82827480a9e00d01b1ec0a9f3b,900000000000000000000,1609670131
51,0xcce33bbaa621a72164c80125fd35f8566390c61b,0xb79deec031aec829ce4cf38e1d53df5b6f50668f,13000000000000000000000,1609728435
52,0xf7c7ae4609d8be8e6530fbf5e59303c41a84dee2,0x15790bcdb4de080854510c6474834850843b41df,7000000000000000000000,1609761541
53,0x733d4e3605610947b44361f6ad87ca06bf7e5d87,0x46b7baea7b54938722b6cf6baf010b23ea95dd77,7999000000000000000000,1609779418
54,0xd030fccd9ea5c3d236ce1df5c96d38ff45195a57,0xb375e0c12bfa084d269dcbf412ea1d6b100aae5d,14000000000000000000000,1609779536
55,0x8da07abd9d3eabecf6dfe78321e129148b9fda0e,0x3f32ab7aa1588cf135bb3f72fac8f92bf6e788c9,8500000000000000000000,1609796416
56,0xb862bc6e6234ad0fe104055ed904baf04b4187db,0xabf7179fa0cce2909e9c1b1222c818f955b214cd,1500000000000000000000,1609799359
57,0x8e7c1ab7872525e1aecb8607a262fd0d07977905,0x091fe9f3de121a09b5c2f3cffea0bc914458cb92,13800000000000000000000,1609815746
58,0xa01424b7540adbb792375dcf97b733a5d68ad347,0x46b7baea7b54938722b6cf6baf010b23ea95dd77,8999000000000000000000,1609863431
59,0x3431e884f8a6be7dbc6427a76774243a2c70f274,0xf3f1f5cc169b39d488341d8737f085a6c6be7316,9975000000000000000000,1609890618
60,0x378bcce7235d53bbc3774bff8559191f06e6818e,0x8b51c1ba09ee33e7649cac62ccb6d0f410f5647a,179000000000000000000000,1609894842
61,0x225189a1ea477a62fe4d27cf30aca8b9168441d0,0xe78de5a93d5208b68f480d1f1da1c635655785fa,20000000000000000000000,1609895841
